t,S,Sym,Power,Elite
1.301301301301301283e+00,2.487015650573133618e-02,2.198664706540181049e-02,8.984384329912348255e-01,1.016267026655551131e+00
1.351351351351351537e+00,2.500983509608794078e-02,2.200558265860810478e-02,8.947452695764327446e-01,1.016897938686607716e+00
1.401401401401401570e+00,2.515029816516704819e-02,2.202453455974389546e-02,8.910672874534227850e-01,1.017529242396209899e+00
1.451451451451451602e+00,2.529155011884693521e-02,2.204350278285407971e-02,8.874044242172705044e-01,1.018160938027517171e+00
1.501501501501501634e+00,2.543359538775064391e-02,2.206248734199565270e-02,8.837566177195662620e-01,1.018793025823839127e+00
1.551551551551551666e+00,2.557643842738501969e-02,2.208148825123772488e-02,8.801238060673705066e-01,1.019425506028637463e+00
1.601601601601601699e+00,2.572008371828041207e-02,2.210050552466151508e-02,8.765059276221637274e-01,1.020058378885524419e+00
1.651651651651651731e+00,2.586453576613123237e-02,2.211953917636037131e-02,8.729029209988007354e-01,1.020691644638263673e+00
1.701701701701701763e+00,2.600979910193728858e-02,2.213858922043978120e-02,8.693147250644689406e-01,1.021325303530770112e+00
1.751751751751751796e+00,2.615587828214589738e-02,2.215765567101737887e-02,8.657412789376511819e-01,1.021959355807110059e+00
1.801801801801801828e+00,2.630277788879482187e-02,2.217673854222295890e-02,8.621825219870926649e-01,1.022593801711501493e+00
1.851851851851851860e+00,2.645050252965597259e-02,2.219583784819848665e-02,8.586383938307724506e-01,1.023228641488313828e+00
1.901901901901902114e+00,2.659905683837994819e-02,2.221495360309809486e-02,8.551088343348786092e-01,1.023863875382068356e+00
1.951951951951952147e+00,2.674844547464139827e-02,2.223408582108812176e-02,8.515937836127882576e-01,1.024499503637438025e+00
2.002002002002002179e+00,2.689867312428515303e-02,2.225323451634709723e-02,8.480931820240511509e-01,1.025135526499247884e+00
2.052052052052052211e+00,2.704974449947321682e-02,2.227239970306576708e-02,8.446069701733780466e-01,1.025771944212474862e+00
2.102102102102102243e+00,2.720166433883257351e-02,2.229158139544709649e-02,8.411350889096325112e-01,1.026408757022247764e+00
2.152152152152152276e+00,2.735443740760380368e-02,2.231077960770627699e-02,8.376774793248280560e-01,1.027045965173847719e+00
2.202202202202202308e+00,2.750806849779061439e-02,2.232999435407075420e-02,8.342340827531274927e-01,1.027683568912708401e+00
2.252252252252252340e+00,2.766256242831005921e-02,2.234922564878021045e-02,8.308048407698486182e-01,1.028321568484415582e+00
2.302302302302302373e+00,2.781792404514376454e-02,2.236847350608661342e-02,8.273896951904725627e-01,1.028959964134707361e+00
2.352352352352352405e+00,2.797415822148990525e-02,2.238773794025418831e-02,8.239885880696561360e-01,1.029598756109474600e+00
2.402402402402402437e+00,2.813126985791606499e-02,2.240701896555944914e-02,8.206014617002491685e-01,1.030237944654760929e+00
2.452452452452452469e+00,2.828926388251293972e-02,2.242631659629120561e-02,8.172282586123154058e-01,1.030877530016762522e+00
2.502502502502502502e+00,2.844814525104894659e-02,2.244563084675058051e-02,8.138689215721569559e-01,1.031517512441828544e+00
2.552552552552552534e+00,2.860791894712562747e-02,2.246496173125099929e-02,8.105233935813436208e-01,1.032157892176460923e+00
2.602602602602602566e+00,2.876858998233400300e-02,2.248430926411823169e-02,8.071916178757455596e-01,1.032798669467314356e+00
2.652652652652652598e+00,2.893016339641176285e-02,2.250367345969036398e-02,8.038735379245702806e-01,1.033439844561197640e+00
2.702702702702703075e+00,2.909264425740134760e-02,2.252305433231785448e-02,8.005690974294034090e-01,1.034081417705071670e+00
2.752752752752753107e+00,2.925603766180888757e-02,2.254245189636350233e-02,7.972782403232535620e-01,1.034723389146051442e+00
2.802802802802803139e+00,2.942034873476410267e-02,2.256186616620247873e-02,7.940009107696008872e-01,1.035365759131404939e+00
2.852852852852853172e+00,2.958558263018105233e-02,2.258129715622234426e-02,7.907370531614498210e-01,1.036008527908554022e+00
2.902902902902903204e+00,2.975174453091979088e-02,2.260074488082304545e-02,7.874866121203855096e-01,1.036651695725073541e+00
2.952952952952953236e+00,2.991883964894892847e-02,2.262020935441693206e-02,7.842495324956341163e-01,1.037295262828692444e+00
3.003003003003003268e+00,3.008687322550913923e-02,2.263969059142876411e-02,7.810257593631275697e-01,1.037939229467293778e+00
3.053053053053053301e+00,3.025585053127752624e-02,2.265918860629572221e-02,7.778152380245707542e-01,1.038583595888914024e+00
3.103103103103103333e+00,3.042577686653298585e-02,2.267870341346742494e-02,7.746179140065143631e-01,1.039228362341743761e+00
3.153153153153153365e+00,3.059665756132242190e-02,2.269823502740593579e-02,7.714337330594298603e-01,1.039873529074127445e+00
3.203203203203203397e+00,3.076849797562796612e-02,2.271778346258576664e-02,7.682626411567898828e-01,1.040519096334564297e+00
3.253253253253253430e+00,3.094130349953510759e-02,2.273734873349391589e-02,7.651045844941501972e-01,1.041165064371706972e+00
3.303303303303303462e+00,3.111507955340168941e-02,2.275693085462981990e-02,7.619595094882386510e-01,1.041811433434363554e+00
3.353353353353353494e+00,3.128983158802804004e-02,2.277652984050544671e-02,7.588273627760443452e-01,1.042458203771495562e+00
3.403403403403403527e+00,3.146556508482784703e-02,2.279614570564523005e-02,7.557080912139133577e-01,1.043105375632219500e+00
3.453453453453453559e+00,3.164228555600016868e-02,2.281577846458612488e-02,7.526016418766460214e-01,1.043752949265806862e+00
3.503503503503503591e+00,3.181999854470227151e-02,2.283542813187761089e-02,7.495079620565999745e-01,1.044400924921683016e+00
3.553553553553553623e+00,3.199870962522355367e-02,2.285509472208168552e-02,7.464269992627952099e-01,1.045049302849429429e+00
3.603603603603603656e+00,3.217842440316035640e-02,2.287477824977289867e-02,7.433587012200235655e-01,1.045698083298781222e+00
3.653653653653653688e+00,3.235914851559180266e-02,2.289447872953834923e-02,7.403030158679618777e-01,1.046347266519629615e+00
3.703703703703703720e+00,3.254088763125660699e-02,2.291419617597768854e-02,7.372598913602887993e-01,1.046996852762019925e+00
3.753753753753754197e+00,3.272364745073094716e-02,2.293393060370316205e-02,7.342292760638042814e-01,1.047646842276153789e+00
3.803803803803804229e+00,3.290743370660716843e-02,2.295368202733958155e-02,7.312111185575549399e-01,1.048297235312387388e+00
3.853853853853854261e+00,3.309225216367366051e-02,2.297345046152436676e-02,7.282053676319603097e-01,1.048948032121232554e+00
3.903903903903904293e+00,3.327810861909569207e-02,2.299323592090752807e-02,7.252119722879445396e-01,1.049599232953356776e+00
3.953953953953954326e+00,3.346500890259722361e-02,2.301303842015171505e-02,7.222308817360709732e-01,1.050250838059582970e+00
4.004004004004004358e+00,3.365295887664375429e-02,2.303285797393218176e-02,7.192620453956803939e-01,1.050902847690890152e+00
4.054054054054054390e+00,3.384196443662621651e-02,2.305269459693683881e-02,7.163054128940331555e-01,1.051555262098412324e+00
4.104104104104104422e+00,3.403203151104595980e-02,2.307254830386623948e-02,7.133609340654535336e-01,1.052208081533440254e+00
4.154154154154154455e+00,3.422316606170060921e-02,2.309241910943359358e-02,7.104285589504797382e-01,1.052861306247420581e+00
4.204204204204204487e+00,3.441537408387110308e-02,2.311230702836479176e-02,7.075082377950155932e-01,1.053514936491955378e+00
4.254254254254254519e+00,3.460866160650979267e-02,2.313221207539839855e-02,7.045999210494860998e-01,1.054168972518803482e+00
4.304304304304304551e+00,3.480303469242951309e-02,2.315213426528568361e-02,7.017035593679975536e-01,1.054823414579880270e+00
4.354354354354354584e+00,3.499849943849370898e-02,2.317207361279060088e-02,6.988191036074997697e-01,1.055478262927256994e+00
4.404404404404404616e+00,3.519506197580775375e-02,2.319203013268984065e-02,6.959465048269518617e-01,1.056133517813161227e+00
4.454454454454454648e+00,3.539272846991125404e-02,2.321200383977280526e-02,6.930857142864927933e-01,1.056789179489977970e+00
4.504504504504504681e+00,3.559150512097136038e-02,2.323199474884163687e-02,6.902366834466135970e-01,1.057445248210248323e+00
4.554554554554554713e+00,3.579139816397736845e-02,2.325200287471123478e-02,6.873993639673341427e-01,1.058101724226669926e+00
4.604604604604604745e+00,3.599241386893616695e-02,2.327202823220924158e-02,6.845737077073830168e-01,1.058758607792098072e+00
4.654654654654654777e+00,3.619455854106900378e-02,2.329207083617608476e-02,6.817596667233805086e-01,1.059415899159544150e+00
4.704704704704704810e+00,3.639783852100920980e-02,2.331213070146496633e-02,6.789571932690253719e-01,1.060073598582177423e+00
4.754754754754754842e+00,3.660226018500110923e-02,2.333220784294187666e-02,6.761662397942843628e-01,1.060731706313323697e+00
4.804804804804804874e+00,3.680782994510001932e-02,2.335230227548561882e-02,6.733867589445855506e-01,1.061390222606466205e+00
4.854854854854854906e+00,3.701455424937333955e-02,2.337241401398780158e-02,6.706187035600152946e-01,1.062049147715246056e+00
4.904904904904904939e+00,3.722243958210286197e-02,2.339254307335286026e-02,6.678620266745174394e-01,1.062708481893461121e+00
4.954954954954954971e+00,3.743149246398813634e-02,2.341268946849807062e-02,6.651166815150969525e-01,1.063368225395067368e+00
5.005005005005005003e+00,3.764171945235095934e-02,2.343285321435354535e-02,6.623826215010257812e-01,1.064028378474177750e+00
5.055055055055055035e+00,3.785312714134119599e-02,2.345303432586227574e-02,6.596598002430530405e-01,1.064688941385063981e+00
5.105105105105105068e+00,3.806572216214341303e-02,2.347323281798009698e-02,6.569481715426176427e-01,1.065349914382154539e+00
5.155155155155155100e+00,3.827951118318505264e-02,2.349344870567574711e-02,6.542476893910644797e-01,1.066011297720036444e+00
5.205205205205205132e+00,3.849450091034554294e-02,2.351368200393083932e-02,6.515583079688636037e-01,1.066673091653455030e+00
5.255255255255255165e+00,3.871069808716658123e-02,2.353393272773990005e-02,6.488799816448334035e-01,1.067335296437313064e+00
5.305305305305305197e+00,3.892810949506375628e-02,2.355420089211036211e-02,6.462126649753655583e-01,1.067997912326672294e+00
5.355355355355356117e+00,3.914674195353917696e-02,2.357448651206258544e-02,6.435563127036544318e-01,1.068660939576752122e+00
5.405405405405406150e+00,3.936660232039543295e-02,2.359478960262987104e-02,6.409108797589295747e-01,1.069324378442931156e+00
5.455455455455456182e+00,3.958769749195066578e-02,2.361511017885846095e-02,6.382763212556901156e-01,1.069988229180745654e+00
5.505505505505506214e+00,3.981003440325491666e-02,2.363544825580755904e-02,6.356525924929437021e-01,1.070652492045891080e+00
5.555555555555556246e+00,4.003362002830763988e-02,2.365580384854933452e-02,6.330396489534479976e-01,1.071317167294221884e+00
5.605605605605606279e+00,4.025846138027642379e-02,2.367617697216893927e-02,6.304374463029557285e-01,1.071982255181750610e+00
5.655655655655656311e+00,4.048456551171706469e-02,2.369656764176452518e-02,6.278459403894613988e-01,1.072647755964649230e+00
5.705705705705706343e+00,4.071193951479465389e-02,2.371697587244723029e-02,6.252650872424534434e-01,1.073313669899248923e+00
5.755755755755756375e+00,4.094059052150614275e-02,2.373740167934122389e-02,6.226948430721672700e-01,1.073979997242039408e+00
5.805805805805806408e+00,4.117052570390403177e-02,2.375784507758369260e-02,6.201351642688425203e-01,1.074646738249670275e+00
5.855855855855856440e+00,4.140175227432123239e-02,2.377830608232484738e-02,6.175860074019832169e-01,1.075313893178949654e+00
5.905905905905906472e+00,4.163427748559749703e-02,2.379878470872797552e-02,6.150473292196207975e-01,1.075981462286846213e+00
5.955955955955956505e+00,4.186810863130667471e-02,2.381928097196939903e-02,6.125190866475804796e-01,1.076649445830486940e+00
6.006006006006006537e+00,4.210325304598570850e-02,2.383979488723851972e-02,6.100012367887501785e-01,1.077317844067159580e+00
6.056056056056056569e+00,4.233971810536454189e-02,2.386032646973782270e-02,6.074937369223523120e-01,1.077986657254310643e+00
6.106106106106106601e+00,4.257751122659754472e-02,2.388087573468288330e-02,6.049965445032198241e-01,1.078655885649546953e+00
6.156156156156156634e+00,4.281663986849614661e-02,2.390144269730237400e-02,6.025096171610735407e-01,1.079325529510635207e+00
6.206206206206206666e+00,4.305711153176283029e-02,2.392202737283809916e-02,6.000329126998037443e-01,1.079995589095502417e+00
6.256256256256256698e+00,4.329893375922631155e-02,2.394262977654497415e-02,5.975663890967538583e-01,1.080666064662234804e+00
6.306306306306306730e+00,4.354211413607825265e-02,2.396324992369106358e-02,5.951100045020077944e-01,1.081336956469080013e+00
6.356356356356356763e+00,4.378666029011109989e-02,2.398388782955757081e-02,5.926637172376795215e-01,1.082008264774445117e+00
6.406406406406406795e+00,4.403257989195736438e-02,2.400454350943886928e-02,5.902274857972062971e-01,1.082679989836897949e+00
6.456456456456456827e+00,4.427988065533025597e-02,2.402521697864249545e-02,5.878012688446440093e-01,1.083352131915166883e+00
6.506506506506506859e+00,4.452857033726561470e-02,2.404590825248918359e-02,5.853850252139661814e-01,1.084024691268140828e+00
6.556556556556556892e+00,4.477865673836518845e-02,2.406661734631284147e-02,5.829787139083653091e-01,1.084697668154869454e+00
6.606606606606606924e+00,4.503014770304138853e-02,2.408734427546060236e-02,5.805822940995571946e-01,1.085371062834563194e+00
6.656656656656656956e+00,4.528305111976330122e-02,2.410808905529281121e-02,5.781957251270883891e-01,1.086044875566593459e+00
6.706706706706706989e+00,4.553737492130407322e-02,2.412885170118302808e-02,5.758189664976464117e-01,1.086719106610492869e+00
6.756756756756757021e+00,4.579312708498987222e-02,2.414963222851808367e-02,5.734519778843721882e-01,1.087393756225954577e+00
6.806806806806807053e+00,4.605031563294997854e-02,2.417043065269802726e-02,5.710947191261762645e-01,1.088068824672833834e+00
6.856856856856857085e+00,4.630894863236844489e-02,2.419124698913618920e-02,5.687471502270573520e-01,1.088744312211146426e+00
6.906906906906907118e+00,4.656903419573722031e-02,2.421208125325917046e-02,5.664092313554233149e-01,1.089420219101069787e+00
6.956956956956957150e+00,4.683058048111050919e-02,2.423293346050686345e-02,5.640809228434160438e-01,1.090096545602943223e+00
7.007007007007007182e+00,4.709359569236069853e-02,2.425380362633244163e-02,5.617621851862376614e-01,1.090773291977267467e+00
7.057057057057057214e+00,4.735808807943568677e-02,2.427469176620240809e-02,5.594529790414809467e-01,1.091450458484704455e+00
7.107107107107107247e+00,4.762406593861771842e-02,2.429559789559657124e-02,5.571532652284608700e-01,1.092128045386078661e+00
7.157157157157157279e+00,4.789153761278348853e-02,2.431652203000807602e-02,5.548630047275510124e-01,1.092806052942376205e+00
7.207207207207207311e+00,4.816051149166598877e-02,2.433746418494341784e-02,5.525821586795202078e-01,1.093484481414745302e+00
7.257257257257257343e+00,4.843099601211744293e-02,2.435842437592242865e-02,5.503106883848746245e-01,1.094163331064495814e+00
7.307307307307307376e+00,4.870299965837422002e-02,2.437940261847832205e-02,5.480485553031998469e-01,1.094842602153100808e+00
7.357357357357357408e+00,4.897653096232274655e-02,2.440039892815768982e-02,5.457957210525077318e-01,1.095522294942194996e+00
7.407407407407407440e+00,4.925159850376719523e-02,2.442141332052049849e-02,5.435521474085847071e-01,1.096202409693575186e+00
7.457457457457457473e+00,4.952821091069864456e-02,2.444244581114013090e-02,5.413177963043437346e-01,1.096882946669201608e+00
7.507507507507508393e+00,4.980637685956564725e-02,2.446349641560337587e-02,5.390926298291780494e-01,1.097563906131196587e+00
7.557557557557558425e+00,5.008610507554639435e-02,2.448456514951044549e-02,5.368766102283180075e-01,1.098245288341844983e+00
7.607607607607608458e+00,5.036740433282244772e-02,2.450565202847498902e-02,5.346696999021905983e-01,1.098927093563595081e+00
7.657657657657658490e+00,5.065028345485389494e-02,2.452675706812409637e-02,5.324718614057810662e-01,1.099609322059057703e+00
7.707707707707708522e+00,5.093475131465616257e-02,2.454788028409833275e-02,5.302830574479983072e-01,1.100291974091006653e+00
7.757757757757758554e+00,5.122081683507827277e-02,2.456902169205171099e-02,5.281032508910414869e-01,1.100975049922378934e+00
7.807807807807808587e+00,5.150848898908280682e-02,2.459018130765173657e-02,5.259324047497702104e-01,1.101658549816275201e+00
7.857857857857858619e+00,5.179777680002729118e-02,2.461135914657941806e-02,5.237704821910771358e-01,1.102342474035958864e+00
7.907907907907908651e+00,5.208868934194724881e-02,2.463255522452924978e-02,5.216174465332624743e-01,1.103026822844856758e+00
7.957957957957958683e+00,5.238123573984086734e-02,2.465376955720926036e-02,5.194732612454121545e-01,1.103711596506559811e+00
8.008008008008008716e+00,5.267542516995515206e-02,2.467500216034099192e-02,5.173378899467777625e-01,1.104396795284822375e+00
8.058058058058058748e+00,5.297126686007375823e-02,2.469625304965953824e-02,5.152112964061595912e-01,1.105082419443562003e+00
8.108108108108108780e+00,5.326877008980653028e-02,2.471752224091353436e-02,5.130934445412911327e-01,1.105768469246861008e+00
8.158158158158158813e+00,5.356794419088043574e-02,2.473880974986518780e-02,5.109842984182277892e-01,1.106454944958964681e+00
8.208208208208208845e+00,5.386879854743242824e-02,2.476011559229027506e-02,5.088838222507362508e-01,1.107141846844283295e+00
8.258258258258258877e+00,5.417134259630363574e-02,2.478143978397816249e-02,5.067919803996883132e-01,1.107829175167390545e+00
8.308308308308308909e+00,5.447558582733549176e-02,2.480278234073180973e-02,5.047087373724552517e-01,1.108516930193024663e+00
8.358358358358358942e+00,5.478153778366733756e-02,2.482414327836779400e-02,5.026340578223061906e-01,1.109205112186088416e+00
8.408408408408408974e+00,5.508920806203579379e-02,2.484552261271631354e-02,5.005679065478082501e-01,1.109893721411648881e+00
8.458458458458459006e+00,5.539860631307568645e-02,2.486692035962118422e-02,4.985102484922290245e-01,1.110582758134937453e+00
8.508508508508509038e+00,5.570974224162292959e-02,2.488833653493989495e-02,4.964610487429421126e-01,1.111272222621350281e+00
8.558558558558559071e+00,5.602262560701878197e-02,2.490977115454356614e-02,4.944202725308345370e-01,1.111962115136448492e+00
8.608608608608609103e+00,5.633726622341602569e-02,2.493122423431700166e-02,4.923878852297169928e-01,1.112652435945958196e+00
8.658658658658659135e+00,5.665367396008680334e-02,2.495269579015868197e-02,4.903638523557361517e-01,1.113343185315770034e+00
8.708708708708709167e+00,5.697185874173218284e-02,2.497418583798077449e-02,4.883481395667895186e-01,1.114034363511939851e+00
8.758758758758759200e+00,5.729183054879345705e-02,2.499569439370915788e-02,4.863407126619430643e-01,1.114725970800688915e+00
8.808808808808809232e+00,5.761359941776519888e-02,2.501722147328342555e-02,4.843415375808506340e-01,1.115418007448403470e+00
8.858858858858859264e+00,5.793717544151011367e-02,2.503876709265689601e-02,4.823505804031760769e-01,1.116110473721635188e+00
8.908908908908909297e+00,5.826256876957553593e-02,2.506033126779663028e-02,4.803678073480179833e-01,1.116803369887101383e+00
8.958958958958959329e+00,5.858978960851188300e-02,2.508191401468343532e-02,4.783931847733359777e-01,1.117496696211684792e+00
9.009009009009009361e+00,5.891884822219269069e-02,2.510351534931188136e-02,4.764266791753806740e-01,1.118190452962433801e+00
9.059059059059059393e+00,5.924975493213675143e-02,2.512513528769033319e-02,4.744682571881243538e-01,1.118884640406563102e+00
9.109109109109109426e+00,5.958252011783156388e-02,2.514677384584090500e-02,4.725178855826955293e-01,1.119579258811452149e+00
9.159159159159159458e+00,5.991715421705926664e-02,2.516843103979955407e-02,4.705755312668147838e-01,1.120274308444647815e+00
9.209209209209209490e+00,6.025366772622369610e-02,2.519010688561600791e-02,4.686411612842334984e-01,1.120969789573861952e+00
9.259259259259259522e+00,6.059207120067985203e-02,2.521180139935383716e-02,4.667147428141744103e-01,1.121665702466972947e+00
9.309309309309309555e+00,6.093237525506493141e-02,2.523351459709044509e-02,4.647962431707749476e-01,1.122362047392025719e+00
9.359359359359359587e+00,6.127459056363122186e-02,2.525524649491708851e-02,4.628856298025326721e-01,1.123058824617231277e+00
9.409409409409409619e+00,6.161872786058097268e-02,2.527699710893886384e-02,4.609828702917527221e-01,1.123756034410967386e+00
9.459459459459459651e+00,6.196479794040307687e-02,2.529876645527475224e-02,4.590879323539980850e-01,1.124453677041778343e+00
9.509509509509509684e+00,6.231281165821165452e-02,2.532055455005760916e-02,4.572007838375416466e-01,1.125151752778375203e+00
9.559559559559559716e+00,6.266277993008655123e-02,2.534236140943419216e-02,4.553213927228205726e-01,1.125850261889635551e+00
9.609609609609609748e+00,6.301471373341571702e-02,2.536418704956515738e-02,4.534497271218934089e-01,1.126549204644604174e+00
9.659659659659659781e+00,6.336862410723959060e-02,2.538603148662508732e-02,4.515857552778985151e-01,1.127248581312493059e+00
9.709709709709709813e+00,6.372452215259730157e-02,2.540789473680248392e-02,4.497294455645156619e-01,1.127948392162680946e+00
9.759759759759759845e+00,6.408241903287487107e-02,2.542977681629980322e-02,4.478807664854292936e-01,1.128648637464713778e+00
9.809809809809809877e+00,6.444232597415540387e-02,2.545167774133343802e-02,4.460396866737939003e-01,1.129349317488305138e+00
9.859859859859859910e+00,6.480425426557122337e-02,2.547359752813376649e-02,4.442061748917022213e-01,1.130050432503336033e+00
9.909909909909909942e+00,6.516821525965796336e-02,2.549553619294513476e-02,4.423802000296549464e-01,1.130751982779854892e+00
9.959959959959959974e+00,6.553422037271061651e-02,2.551749375202588127e-02,4.405617311060328056e-01,1.131453968588077785e+00
1.001001001001001001e+01,6.590228108514167848e-02,2.553947022164834366e-02,4.387507372665712113e-01,1.132156390198388429e+00
1.006006006006006004e+01,6.627240894184127651e-02,2.556146561809887960e-02,4.369471877838365104e-01,1.132859247881338627e+00
1.011011011011011007e+01,6.664461555253919922e-02,2.558347995767787028e-02,4.351510520567046791e-01,1.133562541907648269e+00
1.016016016016016010e+01,6.701891259216913310e-02,2.560551325669972733e-02,4.333622996098421276e-01,1.134266272548204668e+00
1.021021021021021014e+01,6.739531180123489729e-02,2.562756553149293098e-02,4.315809000931886130e-01,1.134970440074064113e+00
1.026026026026026017e+01,6.777382498617857964e-02,2.564963679840000232e-02,4.298068232814422074e-01,1.135675044756450536e+00
1.031031031031031020e+01,6.815446401975099044e-02,2.567172707377755533e-02,4.280400390735467075e-01,1.136380086866756400e+00
1.036036036036036023e+01,6.853724084138404504e-02,2.569383637399628648e-02,4.262805174921805995e-01,1.137085566676543147e+00
1.041041041041041026e+01,6.892216745756521434e-02,2.571596471544097817e-02,4.245282286832485208e-01,1.137791484457540303e+00
1.046046046046046030e+01,6.930925594221416797e-02,2.573811211451054390e-02,4.227831429153749432e-01,1.138497840481645929e+00
1.051051051051051033e+01,6.969851843706151295e-02,2.576027858761800737e-02,4.210452305793992989e-01,1.139204635020927059e+00
1.056056056056056036e+01,7.008996715202958638e-02,2.578246415119052684e-02,4.193144621878741041e-01,1.139911868347620372e+00
1.061061061061061039e+01,7.048361436561553783e-02,2.580466882166941936e-02,4.175908083745640265e-01,1.140619540734130410e+00
1.066066066066066043e+01,7.087947242527631309e-02,2.582689261551014692e-02,4.158742398939482832e-01,1.141327652453031583e+00
1.071071071071071223e+01,7.127755374781610809e-02,2.584913554918235809e-02,4.141647276207239270e-01,1.142036203777066827e+00
1.076076076076076227e+01,7.167787081977577968e-02,2.587139763916987759e-02,4.124622425493120192e-01,1.142745194979149392e+00
1.081081081081081230e+01,7.208043619782444900e-02,2.589367890197072711e-02,4.107667557933651348e-01,1.143454626332360835e+00
1.086086086086086233e+01,7.248526250915351965e-02,2.591597935409713227e-02,4.090782385852774761e-01,1.144164498109953243e+00
1.091091091091091236e+01,7.289236245187256935e-02,2.593829901207555383e-02,4.073966622756968747e-01,1.144874810585347680e+00
1.096096096096096240e+01,7.330174879540780897e-02,2.596063789244667033e-02,4.057219983330383473e-01,1.145585564032135295e+00
1.101101101101101243e+01,7.371343438090251221e-02,2.598299601176541629e-02,4.040542183430002598e-01,1.146296758724077103e+00
