t,S,Sym,Power,Elite
2.127127127127127082e+01,2.323647163189146714e-01,3.099787956446785689e-02,1.736652600194712182e-01,1.301820622768140145e+00
2.132132132132132085e+01,2.336697493618891952e-01,3.102457591502756629e-02,1.729513834073692635e-01,1.302628810253948055e+00
2.137137137137137444e+01,2.349821118792790320e-01,3.105129525732552853e-02,1.722404412901526738e-01,1.303437499473251826e+00
2.142142142142142447e+01,2.363018450357084466e-01,3.107803761116294250e-02,1.715324216051484219e-01,1.304246690737534298e+00
2.147147147147147450e+01,2.376289902269955456e-01,3.110480299635808368e-02,1.708273123392687609e-01,1.305056384358471933e+00
2.152152152152152453e+01,2.389635890814501284e-01,3.113159143274627297e-02,1.701251015288074708e-01,1.305866580647934150e+00
2.157157157157157457e+01,2.403056834611795867e-01,3.115840294017992521e-02,1.694257772592369649e-01,1.306677279917984213e+00
2.162162162162162460e+01,2.416553154634022149e-01,3.118523753852855962e-02,1.687293276650060625e-01,1.307488482480879233e+00
2.167167167167167463e+01,2.430125274217672937e-01,3.121209524767879634e-02,1.680357409293386506e-01,1.308300188649069939e+00
2.172172172172172466e+01,2.443773619076832493e-01,3.123897608753437374e-02,1.673450052840332047e-01,1.309112398735201577e+00
2.177177177177177470e+01,2.457498617316526413e-01,3.126588007801620051e-02,1.666571090092632546e-01,1.309925113052112344e+00
2.182182182182182473e+01,2.471300699446156157e-01,3.129280723906231743e-02,1.659720404333782373e-01,1.310738331912836063e+00
2.187187187187187476e+01,2.485180298392996312e-01,3.131975759062795295e-02,1.652897879327056840e-01,1.311552055630599956e+00
2.192192192192192479e+01,2.499137849515776222e-01,3.134673115268549887e-02,1.646103399313539606e-01,1.312366284518825976e+00
2.197197197197197482e+01,2.513173790618338233e-01,3.137372794522456931e-02,1.639336849010158415e-01,1.313181018891130591e+00
2.202202202202202486e+01,2.527288561963365043e-01,3.140074798825198688e-02,1.632598113607729440e-01,1.313996259061325000e+00
2.207207207207207489e+01,2.541482606286197266e-01,3.142779130179181035e-02,1.625887078769007454e-01,1.314812005343415358e+00
2.212212212212212492e+01,2.555756368808710932e-01,3.145485790588532782e-02,1.619203630626749046e-01,1.315628258051602550e+00
2.217217217217217495e+01,2.570110297253292431e-01,3.148194782059110519e-02,1.612547655781777223e-01,1.316445017500282644e+00
2.222222222222222499e+01,2.584544841856872277e-01,3.150906106598497930e-02,1.605919041301060723e-01,1.317262284004046657e+00
2.227227227227227502e+01,2.599060455385056034e-01,3.153619766216005788e-02,1.599317674715794724e-01,1.318080057877681455e+00
2.232232232232232505e+01,2.613657593146321845e-01,3.156335762922678895e-02,1.592743444019495136e-01,1.318898339436168632e+00
2.237237237237237508e+01,2.628336713006303449e-01,3.159054098731291227e-02,1.586196237666095410e-01,1.319717128994685851e+00
2.242242242242242511e+01,2.643098275402150921e-01,3.161774775656350789e-02,1.579675944568057211e-01,1.320536426868606394e+00
2.247247247247247515e+01,2.657942743356973003e-01,3.164497795714101003e-02,1.573182454094482763e-01,1.321356233373498945e+00
2.252252252252252518e+01,2.672870582494361602e-01,3.167223160922521402e-02,1.566715656069239682e-01,1.322176548825128251e+00
2.257257257257257521e+01,2.687882261052997324e-01,3.169950873301330407e-02,1.560275440769090249e-01,1.322997373539455568e+00
2.262262262262262524e+01,2.702978249901335506e-01,3.172680934871983938e-02,1.553861698921830403e-01,1.323818707832637775e+00
2.267267267267267528e+01,2.718159022552375514e-01,3.175413347657680962e-02,1.547474321704435662e-01,1.324640552021028039e+00
2.272272272272272531e+01,2.733425055178516083e-01,3.178148113683362114e-02,1.541113200741213995e-01,1.325462906421176035e+00
2.277277277277277534e+01,2.748776826626486702e-01,3.180885234975711073e-02,1.534778228101968955e-01,1.326285771349828169e+00
2.282282282282282537e+01,2.764214818432372822e-01,3.183624713563158043e-02,1.528469296300165314e-01,1.327109147123927357e+00
2.287287287287287540e+01,2.779739514836713221e-01,3.186366551475879744e-02,1.522186298291108852e-01,1.327933034060613027e+00
2.292292292292292544e+01,2.795351402799700069e-01,3.189110750745801498e-02,1.515929127470126425e-01,1.328757432477221778e+00
2.297297297297297547e+01,2.811050972016437277e-01,3.191857313406598617e-02,1.509697677670761295e-01,1.329582342691286945e+00
2.302302302302302550e+01,2.826838714932318752e-01,3.194606241493697096e-02,1.503491843162967356e-01,1.330407765020539257e+00
2.307307307307307553e+01,2.842715126758462718e-01,3.197357537044278469e-02,1.497311518651318618e-01,1.331233699782906843e+00
2.312312312312312557e+01,2.858680705487244289e-01,3.200111202097274260e-02,1.491156599273222028e-01,1.332060147296514563e+00
2.317317317317317560e+01,2.874735951907927411e-01,3.202867238693377083e-02,1.485026980597135837e-01,1.332887107879685562e+00
2.322322322322322563e+01,2.890881369622357866e-01,3.205625648875033012e-02,1.478922558620801575e-01,1.333714581850940162e+00
2.327327327327327566e+01,2.907117465060771733e-01,3.208386434686449212e-02,1.472843229769475459e-01,1.334542569528996081e+00
2.332332332332332570e+01,2.923444747497674356e-01,3.211149598173592551e-02,1.466788890894174524e-01,1.335371071232769768e+00
2.337337337337337573e+01,2.939863729067818676e-01,3.213915141384193069e-02,1.460759439269923576e-01,1.336200087281375071e+00
2.342342342342342576e+01,2.956374924782261271e-01,3.216683066367741900e-02,1.454754772594014645e-01,1.337029617994124120e+00
2.347347347347347579e+01,2.972978852544529427e-01,3.219453375175499593e-02,1.448774788984269202e-01,1.337859663690526890e+00
2.352352352352352582e+01,2.989676033166853153e-01,3.222226069860488484e-02,1.442819386977311213e-01,1.338690224690292530e+00
2.357357357357357586e+01,3.006466990386509330e-01,3.225001152477501715e-02,1.436888465526844072e-01,1.339521301313327806e+00
2.362362362362362589e+01,3.023352250882247461e-01,3.227778625083102537e-02,1.430981924001937522e-01,1.340352893879738660e+00
2.367367367367367592e+01,3.040332344290809785e-01,3.230558489735622929e-02,1.425099662185319027e-01,1.341185002709829766e+00
2.372372372372372595e+01,3.057407803223544107e-01,3.233340748495170530e-02,1.419241580271674019e-01,1.342017628124104078e+00
2.377377377377377599e+01,3.074579163283110428e-01,3.236125403423624480e-02,1.413407578865952530e-01,1.342850770443264175e+00
2.382382382382382602e+01,3.091846963080281951e-01,3.238912456584641664e-02,1.407597558981682206e-01,1.343684429988211138e+00
2.387387387387387605e+01,3.109211744250837128e-01,3.241701910043655321e-02,1.401811422039289934e-01,1.344518607080045891e+00
2.392392392392392608e+01,3.126674051472553284e-01,3.244493765867877827e-02,1.396049069864427339e-01,1.345353302040068311e+00
2.397397397397397611e+01,3.144234432482285735e-01,3.247288026126302074e-02,1.390310404686307399e-01,1.346188515189777890e+00
2.402402402402402615e+01,3.161893438093153486e-01,3.250084692889701476e-02,1.384595329136042718e-01,1.347024246850873519e+00
2.407407407407407618e+01,3.179651622211813189e-01,3.252883768230635519e-02,1.378903746244997119e-01,1.347860497345253927e+00
2.412412412412412621e+01,3.197509541855836912e-01,3.255685254223445596e-02,1.373235559443136133e-01,1.348697266995017907e+00
2.417417417417417624e+01,3.215467757171180385e-01,3.258489152944261946e-02,1.367590672557391918e-01,1.349534556122463869e+00
2.422422422422422628e+01,3.233526831449753391e-01,3.261295466471002269e-02,1.361968989810030395e-01,1.350372365050090284e+00
2.427427427427427631e+01,3.251687331147091742e-01,3.264104196883371722e-02,1.356370415817024777e-01,1.351210694100596132e+00
2.432432432432432634e+01,3.269949825900121954e-01,3.266915346262870556e-02,1.350794855586439636e-01,1.352049543596880454e+00
2.437437437437437637e+01,3.288314888545031400e-01,3.269728916692787868e-02,1.345242214516816914e-01,1.352888913862043241e+00
2.442442442442442641e+01,3.306783095135232275e-01,3.272544910258209233e-02,1.339712398395571935e-01,1.353728805219384324e+00
2.447447447447447644e+01,3.325355024959433248e-01,3.275363329046015320e-02,1.334205313397396064e-01,1.354569217992404706e+00
2.452452452452452647e+01,3.344031260559816032e-01,3.278184175144884666e-02,1.328720866082660768e-01,1.355410152504806343e+00
2.457457457457457650e+01,3.362812387750294674e-01,3.281007450645292978e-02,1.323258963395836652e-01,1.356251609080491916e+00
2.462462462462462653e+01,3.381698995634898064e-01,3.283833157639517303e-02,1.317819512663913062e-01,1.357093588043565058e+00
2.467467467467467657e+01,3.400691676626249604e-01,3.286661298221637412e-02,1.312402421594825175e-01,1.357936089718330797e+00
2.472472472472472660e+01,3.419791026464151229e-01,3.289491874487535800e-02,1.307007598275886640e-01,1.358779114429295554e+00
2.477477477477477663e+01,3.438997644234260687e-01,3.292324888534899768e-02,1.301634951172233878e-01,1.359622662501167145e+00
2.482482482482482666e+01,3.458312132386890392e-01,3.295160342463223507e-02,1.296284389125269554e-01,1.360466734258855004e+00
2.487487487487487670e+01,3.477735096755905086e-01,3.297998238373810176e-02,1.290955821351117694e-01,1.361311330027470179e+00
2.492492492492492673e+01,3.497267146577714425e-01,3.300838578369771209e-02,1.285649157439083534e-01,1.362156450132325336e+00
2.497497497497497676e+01,3.516908894510401562e-01,3.303681364556029787e-02,1.280364307350116415e-01,1.363002094898935646e+00
2.502502502502502679e+01,3.536660956652921683e-01,3.306526599039322223e-02,1.275101181415286555e-01,1.363848264653018116e+00
2.507507507507507682e+01,3.556523952564437652e-01,3.309374283928199351e-02,1.269859690334261271e-01,1.364694959720491818e+00
2.512512512512512686e+01,3.576498505283746687e-01,3.312224421333027219e-02,1.264639745173790075e-01,1.365542180427478103e+00
2.517517517517517689e+01,3.596585241348834727e-01,3.315077013365989866e-02,1.259441257366194222e-01,1.366389927100301271e+00
2.522522522522522692e+01,3.616784790816514050e-01,3.317932062141090016e-02,1.254264138707867071e-01,1.367238200065487685e+00
2.527527527527527695e+01,3.637097787282198014e-01,3.320789569774153238e-02,1.249108301357775286e-01,1.368086999649766655e+00
2.532532532532532699e+01,3.657524867899766274e-01,3.323649538382823093e-02,1.243973657835969193e-01,1.368936326180070218e+00
2.537537537537537702e+01,3.678066673401557130e-01,3.326511970086570846e-02,1.238860121022098554e-01,1.369786179983533358e+00
2.542542542542542705e+01,3.698723848118464774e-01,3.329376867006691304e-02,1.233767604153932912e-01,1.370636561387494456e+00
2.547547547547547708e+01,3.719497040000141475e-01,3.332244231266306284e-02,1.228696020825892354e-01,1.371487470719495061e+00
2.552552552552552712e+01,3.740386900635332412e-01,3.335114064990366001e-02,1.223645284987578685e-01,1.372338908307279448e+00
2.557557557557557715e+01,3.761394085272305454e-01,3.337986370305651845e-02,1.218615310942317842e-01,1.373190874478795953e+00
2.562562562562562718e+01,3.782519252839414703e-01,3.340861149340775688e-02,1.213606013345702450e-01,1.374043369562196526e+00
2.567567567567567721e+01,3.803763065965753420e-01,3.343738404226182653e-02,1.208617307204147839e-01,1.374896393885836510e+00
2.572572572572572724e+01,3.825126191001954057e-01,3.346618137094153206e-02,1.203649107873446950e-01,1.375749947778275306e+00
2.577577577577577728e+01,3.846609298041079317e-01,3.349500350078803840e-02,1.198701331057336061e-01,1.376604031568276154e+00
2.582582582582582731e+01,3.868213060939649228e-01,3.352385045316089163e-02,1.193773892806062192e-01,1.377458645584806574e+00
2.587587587587587734e+01,3.889938157338767022e-01,3.355272224943803977e-02,1.188866709514961595e-01,1.378313790157038143e+00
2.592592592592592737e+01,3.911785268685386008e-01,3.358161891101583280e-02,1.183979697923039087e-01,1.379169465614347168e+00
2.597597597597597741e+01,3.933755080253674707e-01,3.361054045930905038e-02,1.179112775111556405e-01,1.380025672286313565e+00
2.602602602602602744e+01,3.955848281166517433e-01,3.363948691575091576e-02,1.174265858502625270e-01,1.380882410502723090e+00
2.607607607607607747e+01,3.978065564417133104e-01,3.366845830179311660e-02,1.169438865857804349e-01,1.381739680593565112e+00
2.612612612612612750e+01,4.000407626890798429e-01,3.369745463890579801e-02,1.164631715276707308e-01,1.382597482889034390e+00
2.617617617617617753e+01,4.022875169386724292e-01,3.372647594857761111e-02,1.159844325195610731e-01,1.383455817719530634e+00
2.622622622622622757e+01,4.045468896640024847e-01,3.375552225231572695e-02,1.155076614386071482e-01,1.384314685415658719e+00
2.627627627627627760e+01,4.068189517343832051e-01,3.378459357164580179e-02,1.150328501953546273e-01,1.385174086308228691e+00
2.632632632632632763e+01,4.091037744171515111e-01,3.381368992811206037e-02,1.145599907336022488e-01,1.386034020728255767e+00
2.637637637637637766e+01,4.114014293799044819e-01,3.384281134327728202e-02,1.140890750302648582e-01,1.386894489006961217e+00
2.642642642642642770e+01,4.137119886927462797e-01,3.387195783872279375e-02,1.136200950952374611e-01,1.387755491475771263e+00
2.647647647647647773e+01,4.160355248305501186e-01,3.390112943604852574e-02,1.131530429712594155e-01,1.388617028466318404e+00
2.652652652652652776e+01,4.183721106752302799e-01,3.393032615687301135e-02,1.126879107337796920e-01,1.389479100310440529e+00
2.657657657657657779e+01,4.207218195180289499e-01,3.395954802283340790e-02,1.122246904908222737e-01,1.390341707340182253e+00
2.662662662662662783e+01,4.230847250618144928e-01,3.398879505558548286e-02,1.117633743828522624e-01,1.391204849887793582e+00
2.667667667667667786e+01,4.254609014233939335e-01,3.401806727680367626e-02,1.113039545826425836e-01,1.392068528285731022e+00
2.672672672672672789e+01,4.278504231358379872e-01,3.404736470818108679e-02,1.108464232951409667e-01,1.392932742866657803e+00
2.677677677677677792e+01,4.302533651508178569e-01,3.407668737142951348e-02,1.103907727573380237e-01,1.393797493963443213e+00
2.682682682682682795e+01,4.326698028409566854e-01,3.410603528827941405e-02,1.099369952381353127e-01,1.394662781909163707e+00
2.687687687687687799e+01,4.350998120021941640e-01,3.413540848048000204e-02,1.094850830382142481e-01,1.395528607037102020e+00
2.692692692692692802e+01,4.375434688561639085e-01,3.416480696979919823e-02,1.090350284899052613e-01,1.396394969680747833e+00
2.697697697697697805e+01,4.400008500525838806e-01,3.419423077802368621e-02,1.085868239570580429e-01,1.397261870173798215e+00
2.702702702702702808e+01,4.424720326716610197e-01,3.422367992695889843e-02,1.081404618349117441e-01,1.398129308850157404e+00
2.707707707707707812e+01,4.449570942265083651e-01,3.425315443842905094e-02,1.076959345499659965e-01,1.398997286043936361e+00
2.712712712712712815e+01,4.474561126655772769e-01,3.428265433427717113e-02,1.072532345598524867e-01,1.399865802089453659e+00
2.717717717717717818e+01,4.499691663751024251e-01,3.431217963636506996e-02,1.068123543532067676e-01,1.400734857321236371e+00
2.722722722722722821e+01,4.524963341815593232e-01,3.434173036657341138e-02,1.063732864495410824e-01,1.401604452074017626e+00
2.727727727727727824e+01,4.550376953541381830e-01,3.437130654680167763e-02,1.059360233991172989e-01,1.402474586682739721e+00
2.732732732732732828e+01,4.575933296072295930e-01,3.440090819896825247e-02,1.055005577828205671e-01,1.403345261482552342e+00
2.737737737737737831e+01,4.601633171029255176e-01,3.443053534501035878e-02,1.050668822120332663e-01,1.404216476808813008e+00
2.742742742742742834e+01,4.627477384535329530e-01,3.446018800688412792e-02,1.046349893285098975e-01,1.405088232997087960e+00
2.747747747747747837e+01,4.653466747241029045e-01,3.448986620656459279e-02,1.042048718042520722e-01,1.405960530383151275e+00
2.752752752752752841e+01,4.679602074349729635e-01,3.451956996604572253e-02,1.037765223413842919e-01,1.406833369302985970e+00
2.757757757757757844e+01,4.705884185643250950e-01,3.454929930734042254e-02,1.033499336720298811e-01,1.407706750092783121e+00
2.762762762762762847e+01,4.732313905507558593e-01,3.457905425248055525e-02,1.029250985581879885e-01,1.408580673088942969e+00
2.767767767767767850e+01,4.758892062958627878e-01,3.460883482351695406e-02,1.025020097916105877e-01,1.409455138628074256e+00
2.772772772772772854e+01,4.785619491668451353e-01,3.463864104251945797e-02,1.020806601936802005e-01,1.410330147046994886e+00
2.777777777777777857e+01,4.812497029991179009e-01,3.466847293157689774e-02,1.016610426152881747e-01,1.411205698682731935e+00
2.782782782782782860e+01,4.839525520989428342e-01,3.469833051279713060e-02,1.012431499367131837e-01,1.412081793872521640e+00
2.787787787787787863e+01,4.866705812460713765e-01,3.472821380830706794e-02,1.008269750675007126e-01,1.412958432953809185e+00
2.792792792792792866e+01,4.894038756964049219e-01,3.475812284025265458e-02,1.004125109463425147e-01,1.413835616264250028e+00
2.797797797797797870e+01,4.921525211846684011e-01,3.478805763079892421e-02,9.999975054095697202e-02,1.414713344141708795e+00
2.802802802802802873e+01,4.949166039271004069e-01,3.481801820212999943e-02,9.958868684796956527e-02,1.415591616924259499e+00
2.807807807807807876e+01,4.976962106241563655e-01,3.484800457644909172e-02,9.917931289279427465e-02,1.416470434950186874e+00
2.812812812812812879e+01,5.004914284632292487e-01,3.487801677597857086e-02,9.877162172951514663e-02,1.417349798557985263e+00
2.817817817817817883e+01,5.033023451213823884e-01,3.490805482295989554e-02,9.836560644076842996e-02,1.418229708086358620e+00
2.822822822822822886e+01,5.061290487681028294e-01,3.493811873965371739e-02,9.796126013762512796e-02,1.419110163874222064e+00
2.827827827827827889e+01,5.089716280680640637e-01,3.496820854833984638e-02,9.755857595947430017e-02,1.419991166260700766e+00
2.832832832832832892e+01,5.118301721839080276e-01,3.499832427131729234e-02,9.715754707390654443e-02,1.420872715585130175e+00
2.837837837837837895e+01,5.147047707790423088e-01,3.502846593090424426e-02,9.675816667659804804e-02,1.421754812187056682e+00
2.842842842842842899e+01,5.175955140204518967e-01,3.505863354943813265e-02,9.636042799119523550e-02,1.422637456406237400e+00
2.847847847847847902e+01,5.205024925815288084e-01,3.508882714927562263e-02,9.596432426919961067e-02,1.423520648582640380e+00
2.852852852852852905e+01,5.234257976449141481e-01,3.511904675279262783e-02,9.556984878985345933e-02,1.424404389056444842e+00
2.857857857857857908e+01,5.263655209053597073e-01,3.514929238238433812e-02,9.517699486002574594e-02,1.425288678168040946e+00
2.862862862862862912e+01,5.293217545726036644e-01,3.517956406046523349e-02,9.478575581409855177e-02,1.426173516258030460e+00
2.867867867867867915e+01,5.322945913742632706e-01,3.520986180946909100e-02,9.439612501385381826e-02,1.427058903667226097e+00
2.872872872872872918e+01,5.352841245587428576e-01,3.524018565184900559e-02,9.400809584836102017e-02,1.427944840736652843e+00
2.877877877877877921e+01,5.382904478981589413e-01,3.527053561007741783e-02,9.362166173386475554e-02,1.428831327807546847e+00
2.882882882882882924e+01,5.413136556912818698e-01,3.530091170664612782e-02,9.323681611367315436e-02,1.429718365221356535e+00
2.887887887887887928e+01,5.443538427664929014e-01,3.533131396406628821e-02,9.285355245804659263e-02,1.430605953319741719e+00
2.892892892892892931e+01,5.474111044847599361e-01,3.536174240486844589e-02,9.247186426408683657e-02,1.431494092444574928e+00
2.897897897897897934e+01,5.504855367426275681e-01,3.539219705160256274e-02,9.209174505562683910e-02,1.432382782937940524e+00
2.902902902902902937e+01,5.535772359752255678e-01,3.542267792683800876e-02,9.171318838312077226e-02,1.433272025142135808e+00
2.907907907907907941e+01,5.566862991592929077e-01,3.545318505316359670e-02,9.133618782353467025e-02,1.434161819399669691e+00
2.912912912912912944e+01,5.598128238162215498e-01,3.548371845318759599e-02,9.096073698023725285e-02,1.435052166053264244e+00
2.917917917917917947e+01,5.629569080151133331e-01,3.551427814953773271e-02,9.058682948289165093e-02,1.435943065445854705e+00
2.922922922922922950e+01,5.661186503758567357e-01,3.554486416486124511e-02,9.021445898734720137e-02,1.436834517920588139e+00
2.927927927927927954e+01,5.692981500722207322e-01,3.557547652182484893e-02,8.984361917553178312e-02,1.437726523820825664e+00
2.932932932932932957e+01,5.724955068349656395e-01,3.560611524311480675e-02,8.947430375534458358e-02,1.438619083490141115e+00
2.937937937937937960e+01,5.757108209549706146e-01,3.563678035143690720e-02,8.910650646054947555e-02,1.439512197272321714e+00
2.942942942942942963e+01,5.789441932863792495e-01,3.566747186951647886e-02,8.874022105066860233e-02,1.440405865511367844e+00
2.947947947947947966e+01,5.821957252497644841e-01,3.569818982009844571e-02,8.837544131087647636e-02,1.441300088551493719e+00
2.952952952952952970e+01,5.854655188353083961e-01,3.572893422594732027e-02,8.801216105189464678e-02,1.442194866737127601e+00
2.957957957957957973e+01,5.887536766060025295e-01,3.575970510984720352e-02,8.765037410988645028e-02,1.443090200412910473e+00
2.962962962962962976e+01,5.920603017008636559e-01,3.579050249460182659e-02,8.729007434635273344e-02,1.443986089923698701e+00
2.967967967967967979e+01,5.953854978381696306e-01,3.582132640303455767e-02,8.693125564802746397e-02,1.444882535614561592e+00
2.972972972972972983e+01,5.987293693187126786e-01,3.585217685798842979e-02,8.657391192677417469e-02,1.445779537830783168e+00
2.977977977977977986e+01,6.020920210290717778e-01,3.588305388232614773e-02,8.621803711948242133e-02,1.446677096917861727e+00
2.982982982982982989e+01,6.054735584449006947e-01,3.591395749893008804e-02,8.586362518796519794e-02,1.447575213221510060e+00
2.987987987987987992e+01,6.088740876342382258e-01,3.594488773070236842e-02,8.551067011885633840e-02,1.448473887087655676e+00
2.992992992992993351e+01,6.122937152608336486e-01,3.597584460056478528e-02,8.515916592350848691e-02,1.449373118862440801e+00
2.997997997997998354e+01,6.157325485874941551e-01,3.600682813145892475e-02,8.480910663789149873e-02,1.450272908892222379e+00
3.003003003003003357e+01,6.191906954794481610e-01,3.603783834634609329e-02,8.446048632249125721e-02,1.451173257523572513e+00
3.008008008008008360e+01,6.226682644077288220e-01,3.606887526820738710e-02,8.411329906220890718e-02,1.452074165103278691e+00
3.013013013013013364e+01,6.261653644525770890e-01,3.609993892004369903e-02,8.376753896626042140e-02,1.452975631978343118e+00
3.018018018018018367e+01,6.296821053068620833e-01,3.613102932487571861e-02,8.342320016807677763e-02,1.453877658495984049e+00
3.023023023023023370e+01,6.332185972795231210e-01,3.616214650574398060e-02,8.308027682520430224e-02,1.454780245003634676e+00
3.028028028028028373e+01,6.367749512990280580e-01,3.619329048570883722e-02,8.273876311920563831e-02,1.455683391848944463e+00
3.033033033033033377e+01,6.403512789168548380e-01,3.622446128785052760e-02,8.239865325556094966e-02,1.456587099379778483e+00
3.038038038038038380e+01,6.439476923109892503e-01,3.625565893526914996e-02,8.205994146356955510e-02,1.457491367944217631e+00
3.043043043043043383e+01,6.475643042894434487e-01,3.628688345108469632e-02,8.172262199625217327e-02,1.458396197890559076e+00
3.048048048048048386e+01,6.512012282937945651e-01,3.631813485843708722e-02,8.138668913025333407e-02,1.459301589567316038e+00
3.053053053053053389e+01,6.548585784027435297e-01,3.634941318048615783e-02,8.105213716574423410e-02,1.460207543323218227e+00
3.058058058058058393e+01,6.585364693356933197e-01,3.638071844041169262e-02,8.071896042632599466e-02,1.461114059507211849e+00
3.063063063063063396e+01,6.622350164563460817e-01,3.641205066141343233e-02,8.038715325893351638e-02,1.462021138468459602e+00
3.068068068068068399e+01,6.659543357763240135e-01,3.644340986671112254e-02,8.005671003373937555e-02,1.462928780556341346e+00
3.073073073073073402e+01,6.696945439588051219e-01,3.647479607954446507e-02,7.972762514405845602e-02,1.463836986120453210e+00
3.078078078078078406e+01,6.734557583221859600e-01,3.650620932317322903e-02,7.939989300625270585e-02,1.464745755510608927e+00
3.083083083083083409e+01,6.772380968437593518e-01,3.653764962087716756e-02,7.907350805963639373e-02,1.465655089076839168e+00
3.088088088088088412e+01,6.810416781634155425e-01,3.656911699595610105e-02,7.874846476638186488e-02,1.466564987169391987e+00
3.093093093093093415e+01,6.848666215873634444e-01,3.660061147172992413e-02,7.842475761142550517e-02,1.467475450138732374e+00
3.098098098098098419e+01,6.887130470918729763e-01,3.663213307153861259e-02,7.810238110237423259e-02,1.468386478335543810e+00
3.103103103103103422e+01,6.925810753270390530e-01,3.666368181874223725e-02,7.778132976941212751e-02,1.469298072110726716e+00
3.108108108108108425e+01,6.964708276205646698e-01,3.669525773672099173e-02,7.746159816520786778e-02,1.470210231815399782e+00
3.113113113113113428e+01,7.003824259815669695e-01,3.672686084887519242e-02,7.714318086482215009e-02,1.471122957800899300e+00
3.118118118118118431e+01,7.043159931044054023e-01,3.675849117862534099e-02,7.682607246561570791e-02,1.472036250418780279e+00
3.123123123123123435e+01,7.082716523725286484e-01,3.679014874941206881e-02,7.651026758715753773e-02,1.472950110020815329e+00
3.128128128128128438e+01,7.122495278623457438e-01,3.682183358469621332e-02,7.619576087113377749e-02,1.473864536958995775e+00
3.133133133133133441e+01,7.162497443471178560e-01,3.685354570795883883e-02,7.588254698125666831e-02,1.474779531585531434e+00
3.138138138138138444e+01,7.202724273008718203e-01,3.688528514270120184e-02,7.557062060317404351e-02,1.475695094252850614e+00
3.143143143143143448e+01,7.243177029023353253e-01,3.691705191244480655e-02,7.525997644437922018e-02,1.476611225313601006e+00
3.148148148148148451e+01,7.283856980388961899e-01,3.694884604073141871e-02,7.495060923412101561e-02,1.477527925120648122e+00
3.153153153153153454e+01,7.324765403105812922e-01,3.698066755112307952e-02,7.464251372331456857e-02,1.478445194027077747e+00
3.158158158158158457e+01,7.365903580340589230e-01,3.701251646720211952e-02,7.433568468445209132e-02,1.479363032386194154e+00
3.163163163163163460e+01,7.407272802466640105e-01,3.704439281257117939e-02,7.403011691151428764e-02,1.480281440551520999e+00
3.168168168168168464e+01,7.448874367104464378e-01,3.707629661085323075e-02,7.372580521988188196e-02,1.481200418876801761e+00
3.173173173173173467e+01,7.490709579162387888e-01,3.710822788569157621e-02,7.342274444624782848e-02,1.482119967715999076e+00
3.178178178178178470e+01,7.532779750877527380e-01,3.714018666074991176e-02,7.312092944852956189e-02,1.483040087423295406e+00
3.183183183183183473e+01,7.575086201856918722e-01,3.717217295971227131e-02,7.282035510578187265e-02,1.483960778353093701e+00
3.188188188188188477e+01,7.617630259118943759e-01,3.720418680628313074e-02,7.252101631810982385e-02,1.484882040860016073e+00
3.193193193193193480e+01,7.660413257134914833e-01,3.723622822418733852e-02,7.222290800658245913e-02,1.485803875298905119e+00
3.198198198198198483e+01,7.703436537870965717e-01,3.726829723717020593e-02,7.192602511314648284e-02,1.486726282024823931e+00
3.203203203203203486e+01,7.746701450830131286e-01,3.730039386899748621e-02,7.163036260054045368e-02,1.487649261393056088e+00
3.208208208208208134e+01,7.790209353094668110e-01,3.733251814345538849e-02,7.133591545220939467e-02,1.488572813759105218e+00
3.213213213213213493e+01,7.833961609368649270e-01,3.736467008435062631e-02,7.104267867221950028e-02,1.489496939478696103e+00
3.218218218218218141e+01,7.877959592020733481e-01,3.739684971551039683e-02,7.075064728517362067e-02,1.490421638907774016e+00
3.223223223223223499e+01,7.922204681127260617e-01,3.742905706078245021e-02,7.045981633612656558e-02,1.491346912402505831e+00
3.228228228228228147e+01,7.966698264515470473e-01,3.746129214403502022e-02,7.017018089050135188e-02,1.492272760319278690e+00
3.233233233233233506e+01,8.011441737807115659e-01,3.749355498915696305e-02,6.988173603400513190e-02,1.493199183014701559e+00
3.238238238238238154e+01,8.056436504462167747e-01,3.752584562005765317e-02,6.959447687254610715e-02,1.494126180845604557e+00
3.243243243243243512e+01,8.101683975822894235e-01,3.755816406066709440e-02,6.930839853215023383e-02,1.495053754169039406e+00
3.248248248248248160e+01,8.147185571158076511e-01,3.759051033493586436e-02,6.902349615887884426e-02,1.495981903342279651e+00
3.253253253253253519e+01,8.192942717707580869e-01,3.762288446683520471e-02,6.873976491874589367e-02,1.496910628722820435e+00
3.258258258258258167e+01,8.238956850727077175e-01,3.765528648035697257e-02,6.845719999763631713e-02,1.497839930668378949e+00
3.263263263263263525e+01,8.285229413533102827e-01,3.768771639951370989e-02,6.817579660122399798e-02,1.498769809536894204e+00
3.268268268268268173e+01,8.331761857548283245e-01,3.772017424833862265e-02,6.789554995489084643e-02,1.499700265686527478e+00
3.273273273273273531e+01,8.378555642346922072e-01,3.775266005088562249e-02,6.761645530364530920e-02,1.500631299475662983e+00
3.278278278278278179e+01,8.425612235700720154e-01,3.778517383122933365e-02,6.733850791204208652e-02,1.501562911262906752e+00
3.283283283283283538e+01,8.472933113624870893e-01,3.781771561346512767e-02,6.706170306410147441e-02,1.502495101407087530e+00
3.288288288288288186e+01,8.520519760424298816e-01,3.785028542170909560e-02,6.678603606322970621e-02,1.503427870267257216e+00
