timestamp,X,Y,Z
1788345183639,88.472369,-39.844417,-4.742181
1788345183740,88.482457,-39.894725,-4.574433
1788345183841,88.449782,-39.914813,-4.634962
1788345183942,88.446920,-39.905667,-4.664065
1788345184043,88.442938,-39.897700,-4.657622
1788345184144,88.399949,-39.883134,-4.592953
1788345184245,88.351816,-39.868227,-4.562270
1788345184345,88.303479,-39.867507,-4.612207
1788345184446,88.270353,-39.877557,-4.556412
1788345184547,88.170748,-39.879166,-4.599675
1788345184648,88.086088,-39.876823,-4.627566
1788345184749,88.075665,-39.891761,-4.533242
1788345184850,88.024411,-39.895517,-4.594125
1788345184951,88.011960,-39.899889,-4.522881
1788345185052,87.964306,-39.873883,-4.543921
1788345185153,87.934649,-39.792627,-4.714128
1788345185253,87.887083,-39.909424,-4.501865
1788345185354,87.818467,-39.878702,-4.557011
1788345185455,87.755165,-39.852887,-4.531003
1788345185556,87.736437,-39.827909,-4.526928
1788345185657,87.743315,-39.800031,-4.532147
1788345185758,87.757016,-39.769955,-4.505662
1788345185859,87.671974,-39.762988,-4.582326
1788345185960,87.568332,-39.750304,-4.636411
1788345186061,87.498548,-39.759354,-4.628520
1788345186161,87.529441,-39.710430,-4.653578
1788345186262,87.464944,-39.723489,-4.653777
1788345186363,87.403376,-39.720849,-4.689205
1788345186464,87.416955,-39.711632,-4.636607
1788345186565,87.334268,-39.725108,-4.652381
1788345186666,87.288875,-39.715651,-4.672107
1788345186767,87.248529,-39.730780,-4.630682
1788345186868,87.287960,-39.713349,-4.620042
1788345186969,87.337704,-39.700171,-4.583640
1788345187069,87.372941,-39.691124,-4.557031
1788345187170,87.343291,-39.680022,-4.628050
1788345187271,87.319884,-39.680329,-4.704105
1788345187372,87.292037,-39.667242,-4.723013
1788345187473,87.184400,-39.681340,-4.771560
1788345187574,87.113285,-39.707127,-4.773025
1788345187675,87.098893,-39.692545,-4.789163
1788345187776,87.018119,-39.699406,-4.917653
1788345187877,87.026644,-39.713131,-4.875841
1788345187977,87.065610,-39.734707,-4.787566
1788345188078,87.086435,-39.672949,-4.891399
1788345188179,87.021214,-39.716666,-4.840850
1788345188280,86.983456,-39.710867,-4.829896
1788345188381,86.842509,-39.690318,-4.965658
1788345188482,86.962542,-39.698139,-4.716502
1788345188583,86.880553,-39.676729,-4.779557
1788345188684,86.834101,-39.624448,-4.747529
1788345188784,86.787635,-39.581100,-4.719909
1788345188885,86.765136,-39.568645,-4.656808
1788345188986,86.690660,-39.537298,-4.746884
1788345189087,86.705126,-39.568078,-4.692325
1788345189188,86.577709,-39.546782,-4.863102
1788345189289,86.548366,-39.569987,-4.812832
1788345189390,86.578679,-39.605801,-4.712868
1788345189491,86.505111,-39.607587,-4.769932
1788345189592,86.488855,-39.599442,-4.704551
1788345189692,86.474908,-39.621589,-4.679306
1788345189793,86.433688,-39.603086,-4.638718
1788345189894,86.358521,-39.606286,-4.675050
1788345189995,86.295199,-39.596331,-4.709882
1788345190096,86.215142,-39.600890,-4.737180
1788345190197,86.235995,-39.587575,-4.697365
1788345190298,86.182787,-39.572521,-4.750458
1788345190399,86.144074,-39.585782,-4.736856
1788345190500,86.037298,-39.608533,-4.775395
1788345190600,86.054885,-39.600576,-4.751070
1788345190701,86.065930,-39.603079,-4.702653
1788345190802,86.028883,-39.611252,-4.754961
1788345190903,85.968859,-39.607526,-4.798603
1788345191004,85.921977,-39.612211,-4.790138
1788345191105,85.886699,-39.610176,-4.723305
1788345191206,85.821464,-39.588548,-4.723448
1788345191307,85.789013,-39.533828,-4.702857
1788345191408,85.785359,-39.511873,-4.720353
1788345191508,85.783146,-39.526592,-4.679790
1788345191609,85.716231,-39.593876,-4.649076
1788345191710,85.682708,-39.545173,-4.699911
1788345191811,85.624898,-39.486611,-4.788866
1788345191912,85.570905,-39.469293,-4.854102
1788345192013,85.555195,-39.482889,-4.873538
1788345192114,85.482003,-39.488974,-4.970831
1788345192215,85.477700,-39.588241,-4.735024
1788345192316,85.430162,-39.510261,-4.868618
1788345192416,85.430640,-39.488486,-4.803483
1788345192517,85.395717,-39.483558,-4.835507
1788345192618,85.410587,-39.482052,-4.811771
1788345192719,85.349252,-39.454181,-4.848823
1788345192820,85.289207,-39.443472,-4.884629
1788345192921,85.381791,-39.451299,-4.708482
1788345193022,85.293777,-39.424839,-4.844748
1788345193123,85.324984,-39.401626,-4.780364
1788345193224,85.230591,-39.444677,-4.787048
1788345193324,85.176359,-39.414662,-4.924788
1788345193425,85.205934,-39.459365,-4.854623
1788345193526,85.168661,-39.455042,-4.892823
1788345193627,85.164693,-39.446368,-4.939880
1788345193728,85.127380,-39.458730,-4.942020
1788345193829,85.169017,-39.447549,-4.816524
1788345193930,85.124996,-39.447389,-4.889816
1788345194031,85.121670,-39.467664,-4.948346
1788345194132,85.097190,-39.489640,-4.931008
1788345194232,85.035862,-39.466506,-4.965468
1788345194333,85.011813,-39.461356,-4.906955
1788345194434,85.002927,-39.481850,-4.874192
1788345194535,84.980230,-39.492017,-4.860216
1788345194636,84.947281,-39.478664,-4.897030
1788345194737,85.039824,-39.449690,-4.812742
1788345194838,84.955928,-39.424627,-4.880292
1788345194939,84.910603,-39.471738,-4.970683
1788345195040,84.925213,-39.553390,-4.738834
1788345195140,84.928123,-39.491495,-4.779913
1788345195241,84.878173,-39.498540,-4.860686
1788345195342,84.752805,-39.509403,-5.161301
1788345195443,85.098686,-39.497143,-4.712132
1788345195544,85.335619,-39.559175,-4.268077
1788345195645,85.226773,-39.565828,-4.545551
1788345195746,85.291632,-39.619107,-4.388522
1788345195847,85.264858,-39.594009,-4.340972
1788345195948,85.146265,-39.476113,-4.726455
1788345196048,85.176277,-39.620978,-4.366984
1788345196149,85.097552,-39.644870,-4.483254
1788345196250,84.999553,-39.678884,-4.557179
1788345196351,84.956338,-39.679578,-4.530879
1788345196452,84.999628,-39.716495,-4.427339
1788345196553,84.942514,-39.735326,-4.472767
1788345196654,84.886998,-39.704306,-4.481445
1788345196755,84.860251,-39.700154,-4.514262
1788345196856,84.763139,-39.687538,-4.670200
1788345196956,84.748605,-39.726754,-4.625036
1788345197057,84.766759,-39.724930,-4.619788
1788345197158,84.773050,-39.715327,-4.606539
1788345197259,84.708764,-39.710805,-4.649140
1788345197360,84.647450,-39.721010,-4.630198
1788345197461,84.547804,-39.701755,-4.716623
1788345197562,84.568322,-39.706010,-4.660300
1788345197663,84.387486,-39.709719,-4.877333
1788345197764,84.454265,-39.783000,-4.588267
1788345197864,84.502240,-39.747449,-4.555892
1788345197965,84.501611,-39.708466,-4.535879
1788345198066,84.450330,-39.676029,-4.548477
1788345198167,84.409452,-39.605105,-4.624818
1788345198268,84.394876,-39.580598,-4.662767
1788345198369,84.387349,-39.569195,-4.664653
1788345198470,84.501407,-39.510377,-4.623287
1788345198571,84.626447,-39.457924,-4.573693
1788345198672,84.570309,-39.426977,-4.788355
1788345198772,84.553159,-39.421048,-4.729841
1788345198873,84.621351,-39.410779,-4.595454
1788345198974,84.586961,-39.501098,-4.522297
1788345199075,84.598088,-39.442304,-4.531466
1788345199176,84.600355,-39.399342,-4.599890
1788345199277,84.566027,-39.392078,-4.652479
1788345199378,84.563179,-39.403983,-4.592985
1788345199479,84.555549,-39.427383,-4.562028
1788345199579,84.500724,-39.409915,-4.647265
1788345199680,84.528003,-39.405602,-4.567940
1788345199781,84.476285,-39.381242,-4.637760
1788345199882,84.468683,-39.380221,-4.647301
1788345199983,84.455480,-39.370105,-4.681636
1788345200084,84.449927,-39.353617,-4.690856
1788345200185,84.365616,-39.317776,-4.784206
1788345200286,84.379419,-39.322335,-4.726587
1788345200387,84.343438,-39.317916,-4.757529
1788345200487,84.361210,-39.316604,-4.714612
1788345200588,84.303556,-39.299286,-4.820284
1788345200689,84.317121,-39.309296,-4.790614
1788345200790,84.301193,-39.351800,-4.715452
1788345200891,84.281980,-39.348703,-4.768041
1788345200992,84.234988,-39.347412,-4.824760
1788345201093,84.212735,-39.344888,-4.860924
1788345201194,84.202613,-39.347572,-4.841960
1788345201295,84.133799,-39.345861,-4.908620
1788345201395,84.074991,-39.371939,-4.895677
1788345201496,84.098296,-39.385456,-4.814716
