t,stimulus,dopamine,pfc_inhibition,arousal,seg_readiness,refractory,ejaculation_event,phase
356,0.0,0.0,0.45070956236614185,0.0,0.0,0.0,0.0,refractory
357,0.0,0.0,0.4549347276833269,0.0,0.0,0.0,0.0,refractory
358,0.0,0.0,0.45901201221441046,0.0,0.0,0.0,0.0,refractory
359,0.0,0.0,0.4629465917869061,0.0,0.0,0.0,0.0,refractory
360,0.0,0.0,0.46674346107436443,0.0,0.0,0.0,0.0,refractory
361,0.0,0.0,0.47040743993676165,0.0,0.0,0.0,0.0,refractory
362,0.0,0.0,0.473943179538975,0.0,0.0,0.0,0.0,refractory
363,0.0,0.0,0.4773551682551109,0.0,0.0,0.0,0.0,refractory
364,0.0,0.0,0.480647737366182,0.0,0.0,0.0,0.0,refractory
365,0.0,0.0,0.4838250665583656,0.0,0.0,0.0,0.0,refractory
366,0.0,0.0,0.4868911892288228,0.0,0.0,0.0,0.0,refractory
367,0.0,0.0,0.489849997605814,0.0,0.0,0.0,0.0,refractory
368,0.0,0.0,0.4927052476896105,0.0,0.0,0.0,0.0,refractory
369,0.0,0.0,0.4954605640204741,0.0,0.0,0.0,0.0,refractory
370,0.0,0.0,0.4981194442797575,0.0,0.0,0.0,0.0,refractory
371,0.0,0.0,0.500685263729966,0.0,0.0,0.0,0.0,refractory
372,0.0,0.0,0.5031612794994171,0.0,0.0,0.0,0.0,refractory
373,0.0,0.0,0.5055506347169375,0.0,0.0,0.0,0.0,refractory
374,0.0,0.0,0.5078563625018446,0.0,0.0,0.0,0.0,refractory
375,0.0,0.0,0.5100813898142801,0.0,0.0,0.0,0.0,refractory
376,0.0,0.0,0.5122285411707802,0.0,0.0,0.0,0.0,refractory
377,0.0,0.0,0.5143005422298029,0.0,0.0,0.0,0.0,refractory
378,0.0,0.0,0.5163000232517598,0.0,0.0,0.0,0.0,refractory
379,0.0,0.0,0.5182295224379482,0.0,0.0,0.0,0.0,refractory
380,0.0,0.0,0.52009148915262,0.0,0.0,0.0,0.0,refractory
381,0.0,0.0,0.5218882870322783,0.0,0.0,0.0,0.0,refractory
382,0.0,0.0,0.5236221969861485,0.0,0.0,0.0,0.0,refractory
383,0.0,0.0,0.5252954200916333,0.0,0.0,0.0,0.0,refractory
384,0.0,0.0,0.5269100803884261,0.0,0.0,0.0,0.0,refractory
385,0.0,0.0,0.5284682275748313,0.0,0.0,0.0,0.0,refractory
386,0.0,0.0,0.5299718396097122,0.0,0.0,0.0,0.0,refractory
387,0.0,0.0,0.5314228252233723,0.0,0.0,0.0,0.0,refractory
388,0.0,0.0,0.5328230263405542,0.0,0.0,0.0,0.0,refractory
389,0.0,0.0,0.5341742204186348,0.0,0.0,0.0,0.0,refractory
390,0.0,0.0,0.5354781227039827,0.0,0.0,0.0,0.0,refractory
391,0.0,0.0,0.5367363884093432,0.0,0.0,0.0,0.0,refractory
392,0.0,0.0,0.5379506148150163,0.0,0.0,0.0,0.0,refractory
393,0.0,0.0,0.5391223432964907,0.0,0.0,0.0,0.0,refractory
394,0.0,0.0,0.5402530612811135,0.0,0.0,0.0,0.0,refractory
395,0.0,0.0,0.5413442041362745,0.0,0.0,0.0,0.0,refractory
396,0.0,0.0,0.5423971569915049,0.0,0.0,0.0,0.0,refractory
397,0.0,0.0,0.5434132564968023,0.0,0.0,0.0,0.0,refractory
398,0.0,0.0,0.5443937925194142,0.0,0.0,0.0,0.0,refractory
399,0.0,0.0,0.5453400097812348,0.0,0.0,0.0,0.0,refractory
