t,ext_stimulus,novelty,context,stress,opto_dopamine,opto_ach,opto_poa,sensory,mpoa_drive,dopamine,ach,nac_d1,nac_d2,pfc_control,mount,intromission,seg_ready,network_drive,threshold,refractory,event,phase
144,0.35,0.18,0.55,0.05,0.0,0.0,0.0,0.3071435507877872,0.0,0.0,0.0,0.0,1.6,1.0074548159903032,0.0,0.0,0.0,-0.3423417794083067,0.9570641985395176,0.2716062429145076,0,arousal
145,0.35,0.18,0.55,0.05,0.0,0.0,0.0,0.295480557239764,0.0,0.0,0.0,0.0,1.6,1.0012684278554569,0.0,0.0,0.0,-0.34101596651015703,0.9565927491497409,0.267704999214106,0,arousal
146,0.35,0.18,0.55,0.05,0.0,0.0,0.0,0.3096320280873174,0.0,0.0,0.0,0.0,1.6,0.9943136104239846,0.0,0.0,0.0,-0.33961826090093755,0.9561245999056928,0.2638310642196073,0,arousal
147,0.35,0.18,0.55,0.05,0.0,0.0,0.0,0.3091058712317646,0.0,0.0,0.0,0.0,1.6,0.9873473996237011,0.0,0.0,0.0,-0.3382243315218994,0.9556597277063529,0.25998424677007004,0,arousal
148,0.35,0.18,0.55,0.05,0.0,0.0,0.0,0.31980085256978213,0.0,0.0,0.0,0.0,1.6,0.9798106846119524,0.0,0.0,0.0,-0.33677823287980785,0.9551981096124085,0.25616435704267954,0,arousal
149,0.35,0.18,0.55,0.05,0.0,0.0,0.0,0.3205420644361235,0.0,0.0,0.0,0.0,1.6,0.9722187436435723,0.0,0.0,0.0,-0.33533145863203956,0.9547397228451215,0.2523712065433808,0,arousal
150,0.35,0.18,0.55,0.05,0.0,0.0,0.0,0.31417634658164967,0.0,0.0,0.0,0.0,1.6,0.9649300738850726,0.0,0.0,0.0,-0.3339198245663158,0.9542845447852057,0.24860460809757712,0,arousal
151,0.35,0.18,0.55,0.05,0.0,0.0,0.0,0.31174244011836116,0.0,0.0,0.0,0.0,1.6,0.957741186296227,0.0,0.0,0.0,-0.3325229480871866,0.9538325529717093,0.24486437584089407,0,arousal
152,0.35,0.18,0.55,0.05,0.0,0.0,0.0,0.30707043200859774,0.0,0.0,0.0,0.0,1.6,0.9507627740299562,0.0,0.0,0.0,-0.33115186505435656,0.9533837251009073,0.24115032521000782,0,arousal
153,0.35,0.18,0.55,0.05,0.0,0.0,0.0,0.30826720572010297,0.0,0.0,0.0,0.0,1.6,0.9436970755837127,0.0,0.0,0.0,-0.3297767660961727,0.952938039025201,0.23746227293353775,0,arousal
154,0.35,0.18,0.55,0.05,0.0,0.0,0.0,0.3055838490945293,0.0,0.0,0.0,0.0,1.6,0.9367421013886545,0.0,0.0,0.0,-0.32841741926690227,0.9524954727520246,0.23380003702300298,0,arousal
155,0.35,0.18,0.55,0.05,0.0,0.0,0.0,0.3037612779713302,0.0,0.0,0.0,0.0,1.6,0.9298532608725859,0.0,0.0,0.0,-0.3270693327513991,0.9520560044427604,0.23016343676384196,0,arousal
156,0.35,0.18,0.55,0.05,0.0,0.0,0.0,0.29122508001111785,0.0,0.0,0.0,0.0,1.6,0.9235659217734281,0.0,0.0,0.0,-0.3257860107948344,0.951619612411661,0.22655229270649507,0,arousal
157,0.35,0.18,0.55,0.05,0.0,0.0,0.0,0.284907617534462,0.0,0.0,0.0,0.0,1.6,0.9175538326494386,0.0,0.0,0.0,-0.324534795952113,0.9511862751247795,0.2229664266575496,0,arousal
158,0.35,0.18,0.55,0.05,0.0,0.0,0.0,0.3034518883210878,0.0,0.0,0.0,0.0,1.6,0.9105677165186529,0.0,0.0,0.0,-0.3231907284502242,0.950755971198906,0.21940566167094674,0,arousal
159,0.35,0.18,0.55,0.05,0.0,0.0,0.0,0.2980014806257272,0.0,0.0,0.0,0.0,1.6,0.9038360861251009,0.0,0.0,0.0,-0.3218766277132805,0.9503286794005137,0.21586982203925012,0,arousal
160,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.29488048352446317,0.0,0.0,0.0,0.0,1.6,0.8972368408597299,0.0,0.0,0.0,-0.320580252053038,0.9499043786447101,0.21235873328497537,0,arousal
161,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.305798527509235,0.0,0.0,0.0,0.0,1.6,0.8900658069372941,0.0,0.0,0.0,-0.319231152685025,0.9494830479941971,0.20887222215198054,0,arousal
162,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.3269793084044309,0.0,0.0,0.0,0.0,1.6,0.8818273322519471,0.0,0.0,0.0,-0.3177797332125512,0.9490646666582377,0.20541011659691666,0,arousal
163,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.3186998930434416,0.0,0.0,0.0,0.0,1.6,0.8740257792925354,0.0,0.0,0.0,-0.31637639891669855,0.94864921399163,0.20197224578073825,0,arousal
164,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.32320667883919124,0.0,0.0,0.0,0.0,1.6,0.8660110582772291,0.0,0.0,0.0,-0.3149561100682558,0.9482366694936887,0.19855844006027307,0,arousal
165,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.3232978861462745,0.0,0.0,0.0,0.0,1.6,0.8580113607417694,0.0,0.0,0.0,-0.3135416552850261,0.9478270128072328,0.19516853097985115,0,arousal
166,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.31209577595714955,0.0,0.0,0.0,0.0,1.6,0.8505923657019335,0.0,0.0,0.0,-0.31218957214656656,0.9474202237175822,0.1918023512629922,0,arousal
167,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.3263012120114475,0.0,0.0,0.0,0.0,1.6,0.8424688599374864,0.0,0.0,0.0,-0.3107713092210872,0.9470162821515591,0.18845973480415124,0,arousal
168,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.33235472434544117,0.0,0.0,0.0,0.0,1.6,0.8340695797302138,0.0,0.0,0.0,-0.3093297102377686,0.9466151681764982,0.18514051666052217,0,arousal
169,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.3391149538145496,0.0,0.0,0.0,0.0,1.6,0.8253683148066716,0.0,0.0,0.0,-0.30786212447956113,0.9462168619992627,0.1818445330438985,0,arousal
170,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.33736724093751175,0.0,0.0,0.0,0.0,1.6,0.8168003119278431,0.0,0.0,0.0,-0.30641204714068604,0.9458213439652678,0.17857162131259122,0,arousal
171,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.34776039292998046,0.0,0.0,0.0,0.0,1.6,0.8077561808261199,0.0,0.0,0.0,-0.30491850991887837,0.9454285945575109,0.17532161996340306,0,arousal
172,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.347797003717908,0.0,0.0,0.0,0.0,1.6,0.7987684547748972,0.0,0.0,0.0,-0.3034347370709023,0.9450385943956084,0.17209436862365923,0,arousal
173,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.3517960914842241,0.0,0.0,0.0,0.0,1.5996513242348391,0.7896387955844084,0.0,0.0,0.0,-0.3018990248188802,0.9446513242348391,0.16888970804329362,0,arousal
174,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.34598163990304,0.0,0.0,0.0,0.0,1.5989355229882924,0.7808632097954906,0.0,0.0,0.0,-0.30035873118593703,0.9442667649651952,0.16570748008699057,0,arousal
175,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.3393213467048365,0.0,0.0,0.0,0.0,1.5978736444493167,0.7724754213911944,0.0,0.0,0.0,-0.29881972588869576,0.9438848976104389,0.16254752772638165,0,arousal
176,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.35844381138964326,0.0005858261482156353,0.00017765722287486907,0.0,0.0,1.5964643466872714,0.7631625581085116,0.0,0.0,0.0,-0.2970670777780484,0.9435057033271659,0.15940969503229696,0,arousal
177,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.3583750118886728,0.0017197377494544176,0.001230875726131439,0.00014822962022581834,0.0,1.5946225876696478,0.753841367530887,0.0,0.0,0.0,-0.29507347304063347,0.9431291634038756,0.15629382716707088,0,arousal
178,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.3662968149766839,0.004230192079387036,0.004353411582383851,0.001730246766608417,0.0,1.5921243081563277,0.7439483251946215,0.0,0.0,0.0,-0.29237711688216095,0.9427552592600486,0.15319977037690138,0,arousal
179,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.37064703802994287,0.007832085186703554,0.009376643675248444,0.004450839918503282,0.0,1.5887768679527094,0.733527274916269,0.0,0.0,0.0,-0.2890408876887388,0.9423839724452282,0.15012737198426307,0,arousal
180,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.3707497044811233,0.01217260431662882,0.015958145907152665,0.007949082558008417,0.0,1.5844383316843271,0.7226820166410409,0.0,0.0,0.0,-0.2851774193089256,0.9420152846381116,0.14707648038037321,0,arousal
181,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.3701801065985062,0.017248296111359418,0.024134978101800007,0.012178627623917013,0.0,1.5789693953735395,0.7113317054198449,0.0,0.0,0.0,-0.2807616751474967,0.9416491776456448,0.1440469450177106,0,arousal
182,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.3810137282490218,0.024265627155284113,0.035529414030017185,0.018183548286265904,0.0,1.5720430293233856,0.6986641948342993,0.0,0.0,0.0,-0.2752209975970667,0.9412856334021253,0.1410386164025866,0,arousal
183,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.38209450307372184,0.03237059440155679,0.04921839253861931,0.025146533156952467,0.0,1.5634593047208922,0.6850217178063185,0.0,0.0,0.0,-0.26886195158834686,0.9409246339683104,0.1380513460877685,0,arousal
184,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.38463628646906006,0.04180511350092713,0.06555254472360762,0.03323698247621546,0.0,1.5529861956485467,0.670148172571666,0.0,0.0,0.0,-0.2615408371717712,0.9405661615305323,0.13508498666515412,0,arousal
185,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.38881305058224247,0.052841094670307634,0.0849473372001826,0.04265187979200065,0.003338381827738067,1.5403534038019158,0.6537526834344419,0.0,0.0,0.0,-0.25282397919892635,0.9402101983998186,0.13213939175849804,0,arousal
186,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.4043656117614728,0.06673996724847546,0.10915238582161768,0.05447788455787633,0.012347118326572756,1.5250941743242454,0.6349255003499843,0.0,0.0,0.0,-0.24189805280865,0.9398567270110199,0.12921441601618855,0,arousal
187,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.41433609703734525,0.08312822636489645,0.1379333639719943,0.06832076930980954,0.02766300907475747,1.5067931918533362,0.6136489773315292,0.0,0.0,0.0,-0.2287700643889368,0.9395057299219427,0.12630991510407522,0,arousal
188,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.4209286558331314,0.10185182114502432,0.17123652043107526,0.0839787976274442,0.049855440570897136,1.485062339621429,0.5898000464463482,0.0,0.0,0.0,-0.2133786601346707,0.9391571898124891,0.12342574569834669,0,arousal
189,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.41779579566627373,0.12212414397173794,0.2081134009163116,0.10067993764202197,0.07921794668891638,1.4596467040142016,0.5636523280311326,0.0,0.0,0.0,-0.19598575148574693,0.9388110894838017,0.12056176547845826,0,arousal
190,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.4066042766395581,0.14329591286553914,0.24764820463823095,0.1177823582622563,0.11580186098665882,1.4304139961143187,0.5354616985719322,0.0,0.0,0.0,-0.17685424253596935,0.938467411857415,0.11771783312010906,0,arousal
191,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.4191754048913288,0.16786777872105235,0.29298677460141964,0.1374913699030677,0.16041642785764762,1.3968610233308454,0.5036341287864444,0.0,0.0,0.0,-0.15478856810474295,0.9381261399744131,0.11489380828826828,0,arousal
192,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.4314128600378844,0.19603201345380084,0.34463466811439153,0.15992740496734487,0.2139225988339391,1.3584490689851683,0.46778458522667454,0.0,0.0,0.0,-0.12951462900793143,0.9377872569945922,0.1120895516302504,0,arousal
193,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.43208926164513567,0.22688177994084982,0.4016260917768882,0.18421241220220808,0.2768752338074435,1.3147822307183135,0.4281774395137348,0.0,0.0,0.0,-0.10128064016335056,0.9374507461956301,0.10930492476883864,0,arousal
194,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.43956452959536546,0.26132004965067895,0.4651979069895297,0.2110977001003376,0.350082819872588,1.2653359613159145,0.3840527076545499,0.0,0.0046402560675063015,0.0,-0.06870911894616168,0.9371165909722606,0.10653979029545677,0,arousal
195,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.4491363789504049,0.29982219797413523,0.536146784417837,0.24094585195257429,0.4344783556467739,1.2095163239554332,0.3348430575570027,0.0,0.019250170955385962,0.0,-0.030442772848654952,0.9367847748354549,0.10379401176338857,0,arousal
196,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.4588227683190385,0.3426965828246046,0.6150859147729764,0.27396274142694194,0.5310645367801048,1.1466854793965109,0.28004708105342,0.0,0.044092428802002745,0.0,0.013909872869807015,0.9364552814116067,0.10106745368104485,0,arousal
197,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.4690236923187417,0.39031758488140805,0.7027198276247691,0.31040723432383865,0.6409303243481562,1.0761529205534386,0.21910103917886836,0.0,0.07951761785275757,0.0,0.06480025890245368,0.9361280944417254,0.09835998150527753,0,arousal
198,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.4650465681193807,0.44161951920903303,0.7978620236227006,0.3492355362774354,0.7647885407643382,0.9974050294716756,0.1522865186763916,0.0,0.12575564746233103,0.0,0.12198323658500138,0.9358031977806334,0.09567146163474058,0,arousal
199,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.4809344352212527,0.49890713788195085,0.903564739319891,0.3924412988868826,0.9040321933118568,0.9095875846758738,0.07793088294488312,0.008838253669401518,0.18462017864392818,0.02612576221624663,0.19609873743126743,0.9354805753961689,0.0930017614032974,0,arousal
200,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.46857112722954547,0.5597760680856371,1.0170032243728797,0.43776897491026584,1.059256511780823,0.8122280298857303,0.0,0.040768925408562945,0.2593053572764722,0.10615316348496864,0.29689635892783256,0.9351602113683958,0.09035074907347432,0,arousal
201,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.47778551291030014,0.6267195156228171,1.1413776838161154,0.48737911467932493,1.2317847497113312,0.7044933962223269,0.0,0.09226138977791744,0.347583490163885,0.2318828755618919,0.41398966182844754,0.934842089888817,0.08771829382995999,0,arousal
202,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.4829534131841957,0.6997730420340122,1.2770330482512053,0.5412130698737231,1.4229130158146073,0.5855509558806611,0.0,0.16401614325597583,0.4522825295984399,0.40460476548810265,0.5564154166460253,0.9345261952595952,0.08510426577315026,0,intromission
203,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.4917114677920729,0.7797553473979343,1.4252928853507878,0.5999097086078174,1.6,0.4544507737373115,0.0,0.25690870375909036,0.5745020394483353,0.6243225743639067,0.722329006798186,0.9342125118927781,0.08250853591273821,0,intromission
204,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.5101730921513574,0.8681472561108967,1.5884304322801515,0.6646939684380976,1.6,0.3100176074863563,0.0,0.37210907953086897,0.7073656498903594,0.8821184880248133,0.8956673681334955,0.9339010243095286,0.07993097616134905,0,pre_ejaculatory
205,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.5239506231990896,0.9650754146946905,1.6,0.7355544665794032,1.6,0.17110844425140037,0.0,0.5008872122769303,0.8523156436618993,1.1633020569353172,1.0596740417667059,0.933591717139362,1.071937878545214,1,ejaculation
206,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.5108808291992327,0.8794370399621612,1.538795259094394,0.7045754614470672,1.6,0.16553013637292877,0.0,0.5102723756041253,0.7197859701704722,0.8180728689502481,0.735441619811585,1.0526325454254257,1.0624343133953975,0,refractory
207,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.4928988802285848,0.7930361707208361,1.4463710317769936,0.5757067756105007,1.6,0.17018122334849078,0.0,0.5063175487653508,0.7500190762020844,0.7656322532083952,0.6912838823749652,1.0514921176074477,1.0529972732016297,0,refractory
208,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.5006918156099793,0.706591839036931,1.3288106602564271,0.45082525353785874,1.6,0.18757455573449056,0.0,0.48766934548936863,0.7630736749840106,0.7003374027314924,0.6334549365140277,1.0503596727841957,1.0436262922892183,0,refractory
209,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.48985401882682095,0.6167224335566469,1.1862789795722906,0.3277670655045811,1.6,0.22007750547379737,0.0,0.4525498539725664,0.7585373643633052,0.6166139264522523,0.5591438568545585,1.0492351550747063,1.034320908243194,0,refractory
210,0.62,0.18,0.55,0.05,0.32,0.0,0.0,0.489475804187273,0.523083704091454,1.188234431545064,0.20683437152456696,1.6,0.24960400740388308,0.0,0.4091910447642553,0.7372217205221077,0.5258215231385215,0.4989474965082018,1.0321185089891833,1.0250806618854915,0,refractory
211,0.62,0.18,0.55,0.05,0.32,0.0,0.0,0.497634046789834,0.43531872588055187,1.1576308137300737,0.08911569899445507,1.6,0.28021778881233905,0.0,0.35703559561178,0.6998880355664425,0.4234701327623351,0.4273769722291513,1.031009679426259,1.0159050972522932,0,refractory
212,0.62,0.18,0.55,0.05,0.32,0.0,0.0,0.48063071140638475,0.3487405729337627,1.1002064819089032,0.0,1.5861326847115056,0.3150907332129289,0.0,0.2951297169255132,0.648933516889716,0.30790067083379324,0.34561616870643774,1.0299086116702751,1.006793761571527,0,refractory
213,0.62,0.18,0.55,0.05,0.32,0.0,0.0,0.4596456784070346,0.26128873255344376,1.0338640360406206,0.0,1.5610609526012411,0.3550877636159912,0.0,0.22320631455167067,0.5926627207108877,0.1866436351973127,0.2658425701167243,1.0288152513885833,0.9977462052405263,0,refractory
214,0.62,0.18,0.55,0.05,0.32,0.0,0.0,0.4631928414741255,0.17490043628062826,0.9620154615963622,0.0,1.5244602336095638,0.40062106467249126,0.0,0.14134838354308277,0.5296336134922561,0.05735388738412173,0.17878917257619922,1.0277295446288632,0.9887619818038426,0,refractory
215,0.62,0.18,0.55,0.05,0.32,0.0,0.0,0.4644489867112934,0.08896759065302567,0.8849861472314579,0.0,1.4760938088867248,0.4520431115875529,0.0,0.049560416014553965,0.45853720264902,0.0,0.1081351489923078,1.026651437816461,0.9798406479312156,0,refractory
216,0.62,0.18,0.55,0.05,0.32,0.0,0.0,0.46275299652902246,0.0028568768393406885,0.8029048513829559,0.0,1.4157673347894995,0.5096732515939665,0.0,0.0,0.38548778433047143,0.0,0.05780944802129795,1.025580877751746,0.9709817633956971,0,refractory
217,0.62,0.18,0.55,0.05,0.32,0.0,0.0,0.4639682243055638,0.0,0.7298242492419929,0.0,1.3461106595951495,0.5721284907127127,0.0,0.0,0.3171463625376121,0.0,0.023518456621510198,1.0245178116074838,0.9621848910519272,0,refractory
218,0.62,0.18,0.55,0.05,0.32,0.0,0.0,0.45614433925966846,0.0,0.6644738247047564,0.0,1.2693154914382092,0.6382473941387375,0.0022659705237516974,0.0,0.2525430535191435,0.0,-0.009980240331202095,1.0234621869262313,0.9534495968145636,0,refractory
219,0.62,0.18,0.55,0.05,0.32,0.0,0.0,0.44210362161656064,0.0,0.6055226313437804,0.0,1.187153981688543,0.7070862602882947,0.009362507569630009,0.0,0.19073973711602218,0.0,-0.04332888981408309,1.0224139516177477,0.9447754496368617,0,refractory
220,0.62,0.18,0.55,0.05,0.32,0.0,0.0,0.442092928243095,0.0,0.5537842884270401,0.0,1.1014370066993298,0.7776508866190586,0.019879494849574113,0.0,0.1310672990847258,0.0,-0.07612876206289688,1.0213730539564234,0.9361620214894036,0,refractory
221,0.62,0.18,0.55,0.05,0.32,0.0,0.0,0.43403212420287723,0.0,0.5077912701612255,0.0,1.0135552276838933,0.849172832447487,0.03366768246010836,0.0,0.07300206746390103,0.0,-0.10846110382701671,1.0203394425787284,0.9276088873389778,0,refractory
222,0.62,0.18,0.55,0.05,0.32,0.0,0.0,0.4195760260106511,0.0,0.46637370323320515,0.0,0.9245680359119844,0.9210624129178053,0.050592823032375035,0.0,0.016133804397269857,0.0,-0.1403945254572741,1.0193130664806773,0.919115625127605,0,refractory
223,0.62,0.18,0.55,0.05,0.32,0.0,0.0,0.4271897956841578,0.0,0.43131361198255946,0.0,0.8358171207793449,0.9925455338493204,0.06895858275231219,0.0,0.0,0.0,-0.16419285952021265,1.0182938750153125,0.9106818157517118,0,refractory
224,0.62,0.18,0.55,0.05,0.32,0.0,0.0,0.4288282175725697,0.0,0.4014282091960095,0.0,0.7483137462737873,1.0630286899435388,0.08861298376604093,0.0,0.0,0.0,-0.18428241901579254,1.0172818178902054,0.9023070430414498,0,refractory
225,0.62,0.18,0.55,0.05,0.32,0.0,0.0,0.4350803742359951,0.0,0.3767001583228492,0.0,0.6629949705342182,1.1319500816125938,0.10888021142545108,0.0,0.0,0.0,-0.20335967887558098,1.016276845164974,0.8939908937401596,0,refractory
226,0.62,0.18,0.55,0.05,0.32,0.0,0.0,0.42712420985229593,0.0,0.3552315684361873,0.0,0.5803527290352413,1.1990036965684407,0.13019628316243825,0.0,0.0,0.0,-0.2216577948737999,1.015278907248819,0.8857329574839785,0,refractory
227,0.62,0.18,0.55,0.05,0.32,0.0,0.0,0.42279865353983753,0.0,0.3370793419844389,0.0,0.5008559515015847,1.2638919455999635,0.1520884846471817,0.0,0.0,0.0,-0.2390482302858817,1.0142879548980774,0.8775328267815906,0,refractory
228,0.62,0.18,0.55,0.05,0.32,0.0,0.0,0.4152362771260424,0.0,0.32160860702649374,0.0,0.4248138170879816,1.3264082546905769,0.1744914742655344,0.0,0.0,0.0,-0.2555637364593613,1.0133039392137908,0.8693900969941195,0,refractory
229,0.62,0.18,0.55,0.05,0.32,0.0,0.0,0.40910040737042025,0.0,0.3087080517924451,0.0,0.35249164861101756,1.386369687380249,0.19711745429382996,0.0,0.0,0.0,-0.2711478662341307,1.0123268116392943,0.8613043663151607,0,refractory
230,0.62,0.18,0.55,0.05,0.32,0.0,0.0,0.41403047025309747,0.0,0.2992404135670994,0.0,0.28430879196384695,1.4434988773410038,0.21913567095448955,0.0,0.0,0.0,-0.2855298570565966,1.0113565239578193,0.8532752357509545,0,refractory
231,0.62,0.18,0.55,0.05,0.32,0.0,0.0,0.4089795052796241,0.0,0.291886175008813,0.0,0.22039138323802576,1.4976906207630105,0.24089651704813486,0.0,0.0,0.0,-0.2989066934712707,1.0103930282901146,0.8453023091006978,0,refractory
232,0.62,0.18,0.55,0.05,0.32,0.0,0.0,0.4155209879566419,0.0,0.2876020100515305,0.0,0.1610481113295863,1.5487301256107602,0.2615853429148744,0.0,0.0,0.0,-0.3110124346893231,1.0094362770920837,0.8373851929369929,0,refractory
233,0.62,0.18,0.55,0.05,0.32,0.0,0.0,0.42163770769255837,0.0,0.2860568574700102,0.0,0.10649989187807817,1.5964530195862598,0.2810376309072488,0.0,0.0,0.0,-0.32183950877368706,1.0084862231524392,0.8295234965864339,0,refractory
234,0.62,0.18,0.55,0.05,0.32,0.0,0.0,0.4443638092536571,0.0,0.2886529519740596,0.0,0.05723267025105255,1.6,0.29812956041642424,0.0,0.0,0.0,-0.326137158530748,1.0075428195903722,0.8217168321103289,0,refractory
235,0.62,0.18,0.55,0.05,0.32,0.0,0.0,0.4320013664248427,0.0,0.2914966198746063,0.0,0.012919687455160686,1.6,0.31466514474017354,0.0,0.0,0.0,-0.3295324424750188,1.0066060198532394,0.8139648142855566,0,refractory
236,0.62,0.18,0.55,0.05,0.32,0.0,0.0,0.4429403355461995,0.0,0.29688369849768925,0.0,0.0,1.6,0.329294696887457,0.0,0.0,0.0,-0.3298794184704694,1.0056757777142669,0.8062670605855576,0,refractory
237,0.62,0.18,0.55,0.05,0.32,0.0,0.0,0.4436678425054673,0.0,0.3035521965546213,0.0,0.0,1.6,0.34248290116009855,0.0,0.0,0.0,-0.32887905350376323,1.004752047270267,0.7986231911614587,0,refractory
238,0.62,0.18,0.55,0.05,0.32,0.0,0.0,0.44512083150393866,0.0,0.31144747995957833,0.0,0.0,1.6,0.35413893142534014,0.0,0.0,0.0,-0.3275634203572556,1.003834782939375,0.7910328288233285,0,refractory
239,0.62,0.18,0.55,0.05,0.32,0.0,0.0,0.432157360024715,0.0,0.3190057204245555,0.0,0.0,1.6,0.36505668543963016,0.0,0.0,0.0,-0.3262307768727244,1.0029239394587994,0.7834955990215652,0,refractory
240,0.62,0.18,0.55,0.05,0.32,0.0,0.0,0.4296091274964799,0.0,0.3272870865512492,0.0,0.0,1.6,0.37468141088969054,0.0,0.0,0.0,-0.3246771567956759,1.0020194718825879,0.7760111298284142,0,refractory
241,0.62,0.18,0.55,0.05,0.32,0.0,0.0,0.43919673503106027,0.0,0.33742847370249174,0.0,0.0,1.6,0.3822968845267317,0.0,0.0,0.0,-0.3226717055034389,1.0011213355794097,0.7685790519196154,0,refractory
242,0.62,0.18,0.55,0.05,0.32,0.0,0.0,0.4401440819096448,0.0,0.34838692783791664,0.0,0.0,1.6,0.3883291565526446,0.0,0.0,0.0,-0.3204029751034869,1.0002294862303538,0.7611989985561781,0,refractory
243,0.62,0.18,0.55,0.05,0.32,0.0,0.0,0.4426888623373717,0.0,0.36023721088388216,0.0,0.0,1.6,0.39267446009496215,0.0,0.0,0.0,-0.3178500562258648,0.9993438798267414,0.7538706055662848,0,refractory
244,0.62,0.18,0.55,0.05,0.32,0.0,0.0,0.44141414103787147,0.0,0.3725057427835372,0.0,0.0,1.6,0.3955406450717038,0.0,0.0,0.0,-0.31509996951940644,0.9984644726679542,0.7465935113273208,0,refractory
245,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.4546432728662195,0.0,0.22019398072763025,0.0,0.0,1.6,0.40941343558781396,0.0,0.0,0.0,-0.3365010182958309,1.0135912213592786,0.7393673567480296,0,refractory
246,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.4555828162811358,0.0,0.08327398560569058,0.0,0.0,1.6,0.43337084113372487,0.0,0.0,0.0,-0.35676485034322114,1.0127240828097637,0.7321917852507933,0,refractory
247,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.4346953469050697,0.0,0.0,0.0,0.0,1.6,0.46393319735177474,0.0,0.0,0.0,-0.37018784108032027,1.0118630142300953,0.7250664427540378,0,refractory
248,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.429726807524122,0.0,0.0,0.0,0.0,1.6,0.49346071401496117,0.0,0.0,0.0,-0.37185803109722293,1.0110079731304846,0.7179909776547595,0,refractory
249,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.4121897691523547,0.0,0.0,0.0,0.0,1.6,0.52261378422421,0.0,0.0,0.0,-0.3734997544002777,1.0101589173185712,0.7109650408111762,0,refractory
250,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.3825277942312952,0.0,0.0,0.0,0.0,1.6,0.5520121110030378,0.0,0.0,0.0,-0.3751749184463155,1.0093158048973412,0.703988285525498,0,refractory
251,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.38126552896432025,0.0,0.0,0.0,0.0,1.6,0.5802317925782665,0.0,0.0,0.0,-0.37674107065241635,1.0084785942630599,0.6970603675268194,0,refractory
252,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.39869050630677466,0.0,0.0,0.0,0.0,1.6,0.6063743991223454,0.0,0.0,0.0,-0.378108306067062,1.0076472441032185,0.6901809449541317,0,refractory
