t,ext_stimulus,novelty,context,stress,opto_dopamine,opto_ach,opto_poa,sensory,mpoa_drive,dopamine,ach,nac_d1,nac_d2,pfc_control,mount,intromission,seg_ready,network_drive,threshold,refractory,event,phase
27,0.02,0.5781294964028777,0.2,0.05,0.0,0.0,0.0,0.03745958292945253,0.29590794313800106,0.7941326399590173,0.16932420908647045,1.5316255758672643,0.13609554687893913,0.014556409656805987,0.366285061793458,0.6366216783760497,0.787612336504724,0.48622023600512754,1.04292,0.982063,0,refractory
28,0.02,0.5754676258992806,0.2,0.05,0.0,0.0,0.0,0.04277086641725652,0.15470487016743772,0.5356367082312214,0.0,1.4136915672028003,0.24186192454724564,0.04858313020705487,0.26291301942208833,0.5793306238052538,0.5775760009704206,0.30726200287412814,1.0418475600000001,0.973188559,0,refractory
29,0.02,0.5728057553956835,0.2,0.05,0.0,0.0,0.0,0.049461179174556176,0.005200579502906283,0.27910613214833224,0.0,1.2537717568482707,0.37205871954208347,0.10131256657066294,0.1268352908283496,0.49844548008887113,0.328828100591289,0.11606997068615502,1.04078262708,0.964376239087,0,refractory
30,0.02,0.5701438848920863,0.2,0.05,0.0,0.0,0.0,0.03942281320144086,0.0,0.04576608897598641,0.0,1.059435802973649,0.5226890015783009,0.17120596127375343,0.0,0.3948627406435412,0.037467171028495616,-0.07995343803351533,1.03972514869044,0.955625605413391,0,refractory
31,0.02,0.5674820143884892,0.2,0.05,0.0,0.0,0.0,0.04028318805692881,0.0,0.0,0.0,0.8706002241158868,0.6702296241489927,0.24223557128004533,0.0,0.2888097829668396,0.0,-0.15502994213699195,1.038675072649607,0.9469362261754973,0,refractory
32,0.02,0.5648201438848921,0.2,0.05,0.0,0.0,0.0,0.03607487119293419,0.0,0.0,0.0,0.6960258612867151,0.8093504900826027,0.3109654052950872,0.0,0.18137855079923645,0.0,-0.21033691200421079,1.0376323471410598,0.9383076725922689,0,refractory
33,0.02,0.562158273381295,0.2,0.05,0.0,0.0,0.0,0.03370508668477378,0.0,0.0,0.0,0.5347071302855727,0.9404798862895449,0.37737157996812226,0.0,0.07350299017627723,0.0,-0.2634830167635903,1.0365969207110723,0.929739518884123,0,refractory
34,0.02,0.5594964028776979,0.2,0.05,0.0,0.0,0.0,0.0501008334800206,0.0,0.0,0.0,0.3857088888994879,1.0640246342411626,0.44058450518806125,0.0,0.0,0.0,-0.30823780891492875,1.0355687422660949,0.9212313422519341,0,refractory
35,0.02,0.5568345323741007,0.2,0.05,0.0,0.0,0.0,0.04712979871124182,0.0,0.0,0.0,0.24816150560629166,1.1803711635993364,0.5016655296423495,0.0,0.0,0.0,-0.33777981375300015,1.034547761070232,0.9127827228561706,0,refractory
36,0.02,0.5541726618705036,0.2,0.05,0.0,0.0,0.0,0.052001116332041984,0.0,0.0,0.0,0.12125627347111077,1.2898865321621098,0.5602858023671318,0.0,0.0,0.0,-0.36541535233258815,1.0335339267427406,0.9043932437961774,0,refractory
37,0.02,0.5515107913669065,0.2,0.05,0.0,0.0,0.0,0.06582007826626111,0.0,0.0,0.0,0.00424114507259174,1.3929193948095455,0.6160703906153097,0.0,0.0,0.0,-0.39120885871618105,1.0325271892555414,0.8960624910896041,0,refractory
38,0.02,0.5488489208633094,0.2,0.05,0.0,0.0,0.0,0.06437976001681074,0.0,0.0,0.0,0.0,1.4898009239998204,0.6698651811426166,0.0,0.0,0.0,-0.40705387739036886,1.0315274989307526,0.8877900536519768,0,refractory
39,0.02,0.5461870503597123,0.2,0.05,0.0,0.0,0.0,0.06768942062389384,0.0,0.0,0.0,0.0,1.5808456842380665,0.7214918882585473,0.0,0.0,0.0,-0.4216528805917785,1.0305348064382374,0.879575523276413,0,refractory
40,0.02,0.5435251798561151,0.2,0.05,0.0,0.0,0.0,0.07306173702999405,0.0,0.0,0.0,0.0,1.6,0.770911559932393,0.0,0.0,0.0,-0.42741475018299363,1.0295490627931696,0.8714184946134781,0,refractory
41,0.02,0.540863309352518,0.2,0.05,0.0,0.0,0.0,0.07772571838487008,0.0,0.0,0.0,0.0,1.6,0.8182248600118511,0.0,0.0,0.0,-0.4306778150316112,1.0285702193536175,0.8633185651511838,0,refractory
42,0.02,0.5382014388489209,0.2,0.05,0.0,0.0,0.0,0.06928814577378756,0.0,0.0,0.0,0.0,1.6,0.8641492705519008,0.0,0.0,0.0,-0.4338122687824032,1.0275982278181421,0.8552753351951254,0,refractory
43,0.02,0.5355395683453238,0.2,0.05,0.0,0.0,0.0,0.07417341793005938,0.0,0.0,0.0,0.0,1.6,0.9080609401916521,0.0,0.0,0.0,-0.4367556543542878,1.0266330402234152,0.8472884078487596,0,refractory
44,0.02,0.5328776978417267,0.2,0.05,0.0,0.0,0.0,0.09166349240868965,0.0,0.0,0.0,0.0,1.6,0.949389363716777,0.0,0.0,0.0,-0.4394508497844545,1.0256746089418511,0.8393573889938183,0,refractory
45,0.02,0.5302158273381296,0.2,0.05,0.0,0.0,0.0,0.07936766420443854,0.0,0.0,0.0,0.0,1.6,0.9896995216621143,0.0,0.0,0.0,-0.4420542821850988,1.0247228866792581,0.8314818872708616,0,refractory
46,0.02,0.5275539568345324,0.2,0.05,0.0,0.0,0.0,0.0916023240848223,0.0,0.0,0.0,0.0,1.6,1.0277967320875856,0.0,0.0,0.0,-0.44444641291751363,1.0237778264725035,0.8236615140599656,0,refractory
47,0.02,0.5248920863309353,0.2,0.05,0.0,0.0,0.0,0.09592069224170457,0.0,0.0,0.0,0.0,1.6,1.0641420798206458,0.0,0.0,0.0,-0.4466732805128584,1.022839381687196,0.8158958834615458,0,refractory
48,0.02,0.5222302158273382,0.2,0.05,0.0,0.0,0.0,0.09243146276923757,0.0,0.0,0.0,0.0,1.6,1.0991782814548985,0.0,0.0,0.0,-0.44877908716856807,1.0219075060153855,0.808184612277315,0,refractory
49,0.02,0.5195683453237411,0.2,0.05,0.0,0.0,0.0,0.11547405317512971,0.0,0.0,0.0,0.0,1.6,1.1316186636520436,0.0,0.0,0.0,-0.450635096575121,1.020982153473278,0.8005273199913737,0,refractory
50,0.02,0.516906474820144,0.2,0.05,0.0,0.0,0.0,0.12518675291717307,0.0,0.0,0.0,0.0,1.6,1.16220564262341,0.0,0.0,0.0,-0.4523154818607883,1.020063278398965,0.7929236287514341,0,refractory
51,0.02,0.5142446043165467,0.2,0.05,0.0,0.0,0.0,0.11486883982259939,0.0,0.0,0.0,0.0,1.6,1.1919958603639105,0.0,0.0,0.0,-0.4539258392116492,1.0191508354501722,0.785373163350174,0,refractory
52,0.02,0.5115827338129497,0.2,0.05,0.0,0.0,0.0,0.11767507585553955,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.45336716940303134,1.0182447796020209,0.7778755512067228,0,refractory
53,0.02,0.5089208633093525,0.2,0.05,0.0,0.0,0.0,0.12536417729111335,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.4520175992172101,1.0173450661448067,0.7704304223482757,0,refractory
54,0.02,0.5062589928057555,0.2,0.05,0.0,0.0,0.0,0.12506437887401886,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.4506774760226896,1.016451650681793,0.7630374093918378,0,refractory
55,0.02,0.5035971223021583,0.2,0.05,0.0,0.0,0.0,0.13346687761403175,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.4493467336905308,1.0155644891270206,0.7556961475260949,0,refractory
56,0.02,0.5009352517985612,0.2,0.05,0.0,0.0,0.0,0.13401238182596195,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.4480253065546971,1.0146835377031314,0.7484062744934122,0,refractory
57,0.02,0.49827338129496407,0.2,0.05,0.0,0.0,0.0,0.1418470959742164,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.4467131294088142,1.0138087529392095,0.7411674305719583,0,refractory
58,0.02,0.49561151079136695,0.2,0.05,0.0,0.0,0.0,0.15705455315972294,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.4454101375029525,1.012940091668635,0.7339792585579547,0,refractory
59,0.02,0.49294964028776983,0.2,0.05,0.0,0.0,0.0,0.15048524492615517,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.4441162665404318,1.0120775110269546,0.726841403748049,0,refractory
60,0.35,0.49028776978417266,0.2,0.05,0.0,0.0,0.0,0.16020009893084677,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.4428314526746488,1.011220968449766,0.7197535139218126,0,refractory
61,0.35,0.48762589928057554,0.2,0.05,0.0,0.0,0.0,0.16283527820103452,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.4415556325059263,1.0103704216706175,0.71271523932436,0,refractory
62,0.35,0.4849640287769784,0.2,0.05,0.0,0.0,0.0,0.17124419147302125,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.4402887430783848,1.0095258287189233,0.7057262326490894,0,refractory
63,0.35,0.4823021582733813,0.2,0.05,0.0,0.0,0.0,0.1661455001183328,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.4390307218768361,1.0086871479178907,0.6987861490205458,0,refractory
64,0.35,0.4796402877697842,0.2,0.05,0.0,0.0,0.0,0.1673030670262706,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.4377815068236982,1.0078543378824656,0.691894645977402,0,refractory
65,0.35,0.47697841726618706,0.2,0.05,0.0,0.0,0.0,0.1722187687898367,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.4365410362759323,1.0070273575172883,0.6850513834555602,0,refractory
66,0.35,0.47431654676258994,0.2,0.05,0.0,0.0,0.0,0.1878608222268732,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.43530924902200085,1.0062061660146673,0.6782560237713713,0,refractory
67,0.35,0.4716546762589928,0.2,0.05,0.0,0.0,0.0,0.20531515617492954,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.4340860842788468,1.0053907228525647,0.6715082316049716,0,refractory
68,0.35,0.4689928057553957,0.2,0.05,0.0,0.0,0.0,0.19735720006064378,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.4328714816888949,1.0045809877925966,0.6648076739837369,0,refractory
69,0.35,0.4663309352517986,0.2,0.05,0.0,0.0,0.0,0.19497979775086552,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.43166538131707266,1.0037769208780485,0.6581540202658507,0,refractory
70,0.35,0.46366906474820146,0.2,0.05,0.0,0.0,0.0,0.20708633071404717,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.43046772364785313,1.0029784824319021,0.6515469421239897,0,refractory
71,0.35,0.46100719424460435,0.2,0.05,0.0,0.0,0.0,0.19228875158618638,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.42927844958231814,1.0021856330548788,0.6449861135291217,0,refractory
72,0.35,0.4583453237410072,0.2,0.05,0.0,0.0,0.0,0.19334895611062533,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.4280975004352419,1.0013983336234946,0.6384712107344178,0,refractory
73,0.35,0.4556834532374101,0.2,0.05,0.0,0.0,0.0,0.1979989631418735,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.4269248179321952,1.0006165452881302,0.6320019122592769,0,refractory
74,0.35,0.453021582733813,0.2,0.05,0.0,0.0,0.0,0.2159793702164049,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.42576034420666986,0.9998402294711133,0.6255778988734619,0,refractory
75,0.35,0.45035971223021587,0.2,0.05,0.0,0.0,0.0,0.22753783153575843,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.4246040217972231,0.9990693478648155,0.6191988535813477,0,refractory
76,0.35,0.44769784172661875,0.2,0.05,0.0,0.0,0.0,0.2284411624893723,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.4234557936446426,0.9983038624297618,0.6128644616062783,0,refractory
77,0.35,0.44503597122302163,0.2,0.05,0.0,0.0,0.0,0.22886811676102803,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.4223156030891301,0.9975437353927534,0.6065744103750343,0,refractory
78,0.35,0.4423741007194245,0.2,0.05,0.0,0.0,0.0,0.23043517909260192,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.4211833938675062,0.9967889292450042,0.6003283895024091,0,refractory
79,0.35,0.4397122302158274,0.2,0.05,0.0,0.0,0.0,0.24965018823561771,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.4200591101104336,0.9960394067402891,0.5941260907758922,0,refractory
80,0.35,0.4370503597122303,0.2,0.05,0.0,0.0,0.0,0.24855443487758663,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.4189426963396606,0.9952951308931071,0.5879672081404609,0,refractory
81,0.35,0.43438848920863316,0.2,0.05,0.0,0.0,0.0,0.2487193384909222,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.41783409746528294,0.9945560649768553,0.5818514376834777,0,refractory
82,0.35,0.43172661870503604,0.2,0.05,0.0,0.0,0.0,0.2554137218111883,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.416733258783026,0.9938221725220173,0.5757784776196934,0,refractory
83,0.35,0.4290647482014389,0.2,0.05,0.0,0.0,0.0,0.2570801159698906,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.4156401259715448,0.9930934173143633,0.5697480282763555,0,refractory
84,0.35,0.4264028776978418,0.2,0.05,0.0,0.0,0.0,0.25788809782841615,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.414554645089744,0.9923697633931627,0.563759792078421,0,refractory
85,0.35,0.4237410071942447,0.2,0.05,0.0,0.0,0.0,0.2494693125557114,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.41347676257411575,0.9916511750494106,0.557813473533872,0,refractory
86,0.35,0.42107913669064756,0.2,0.05,0.0,0.0,0.0,0.2523861167400039,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.41240642523609694,0.9909376168240647,0.551908779219135,0,refractory
87,0.35,0.4184172661870504,0.2,0.05,0.0,0.0,0.0,0.25083903250253003,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.4113435802594443,0.9902290535062962,0.546045417764601,0,refractory
88,0.35,0.41575539568345327,0.2,0.05,0.0,0.0,0.0,0.2654243029211656,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.41028817519762817,0.9895254501317522,0.5402230998402489,0,refractory
89,0.35,0.41309352517985615,0.2,0.05,0.0,0.0,0.0,0.27426915108312916,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.4092401579712448,0.9888267719808299,0.5344415381413671,0,refractory
90,0.35,0.41043165467625903,0.2,0.05,0.0,0.0,0.0,0.27596126545646726,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.40819947686544605,0.9881329845769641,0.5287004473743775,0,refractory
91,0.35,0.4077697841726619,0.2,0.05,0.0,0.0,0.0,0.28448432291260867,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.40716608052738795,0.9874440536849254,0.5229995442427569,0,refractory
92,0.35,0.4051079136690648,0.2,0.05,0.0,0.0,0.0,0.28255733361566343,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.4061399179636962,0.9867599453091309,0.5173385474330575,0,refractory
93,0.35,0.40244604316546767,0.2,0.05,0.0,0.0,0.0,0.294600764286961,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.40512093853795034,0.986080625691967,0.5117171776010261,0,refractory
94,0.35,0.39978417266187055,0.2,0.05,0.0,0.0,0.0,0.29556057983538503,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.4041090919681847,0.9854060613121232,0.5061351573578189,0,refractory
95,0.35,0.39712230215827343,0.2,0.05,0.0,0.0,0.0,0.30234320320535646,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.4031043283244074,0.9847362188829383,0.5005922112563141,0,refractory
96,0.35,0.3944604316546763,0.2,0.05,0.0,0.0,0.0,0.2900851469404541,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.4021065980261366,0.9840710653507577,0.49508806577751996,0,refractory
97,0.35,0.3917985611510792,0.2,0.05,0.0,0.0,0.0,0.2946665271631311,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.4011158518399536,0.9834105678933024,0.4896224493170773,0,refractory
98,0.35,0.3891366906474821,0.2,0.05,0.0,0.0,0.0,0.2786891918094152,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.4001320408770739,0.9827546939180494,0.4841950921718578,0,refractory
99,0.35,0.38647482014388496,0.2,0.05,0.0,0.0,0.0,0.2598530828890781,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.3991551165909344,0.9821034110606229,0.47880572652665476,0,refractory
100,0.35,0.38381294964028784,0.55,0.05,0.0,0.0,0.0,0.26185232029280353,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.39818503077479783,0.9814566871831986,0.47345408644096815,0,refractory
101,0.35,0.38115107913669066,0.55,0.05,0.0,0.0,0.0,0.2577904621964724,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.39722173555937423,0.9808144903729162,0.4681399078358814,0,refractory
102,0.35,0.37848920863309354,0.55,0.05,0.0,0.0,0.0,0.26450426375206665,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.39626518341045863,0.9801767889403058,0.4628629284810302,0,refractory
103,0.35,0.3758273381294964,0.55,0.05,0.0,0.0,0.0,0.2917299328481394,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.39531532712658546,0.9795435514177236,0.457622887981663,0,refractory
104,0.35,0.3731654676258993,0.55,0.05,0.0,0.0,0.0,0.28707515839635206,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,-0.39437211983669934,0.9789147465577996,0.45241952776579136,0,refractory
105,0.35,0.3705035971223022,0.55,0.05,0.0,0.0,0.0,0.28465775216728195,0.0,0.0,0.0,0.0,1.6,1.1998122840575831,0.0,0.0,0.0,-0.3934167434036008,0.978290343331895,0.44725259107143084,0,refractory
106,0.35,0.36784172661870507,0.55,0.05,0.0,0.0,0.0,0.2906038988074247,0.0,0.0,0.0,0.0,1.6,1.1990225006278852,0.0,0.0,0.0,-0.3924077164556461,0.9776703109285717,0.4421218229339308,0,refractory
107,0.35,0.36517985611510795,0.55,0.05,0.0,0.0,0.0,0.2991616743304024,0.0,0.0,0.0,0.0,1.6,1.1975190962698201,0.0,0.0,0.0,-0.39133383775508956,0.9770546187520718,0.4370269701733933,0,refractory
108,0.35,0.36251798561151083,0.55,0.05,0.0,0.0,0.0,0.3006563265542438,0.0,0.0,0.0,0.0,1.6,1.1956773634569564,0.0,0.0,0.0,-0.3902325909769065,0.9764432364208072,0.43196778138217956,0,refractory
109,0.35,0.3598561151079137,0.55,0.05,0.0,0.0,0.0,0.301769331340621,0.0,0.0,0.0,0.0,1.6,1.1935279975960613,0.0,0.0,0.0,-0.3891070004083985,0.9758361337658616,0.4269440069125043,0,refractory
110,0.35,0.3571942446043166,0.55,0.05,0.0,0.0,0.0,0.31189513008424474,0.0,0.0,0.0,0.0,1.6,1.1906310975739094,0.0,0.0,0.0,-0.3879130310016417,0.9752332808295006,0.42195539886411676,0,refractory
111,0.35,0.35453237410071947,0.55,0.05,0.0,0.0,0.0,0.3197637249922211,0.0,0.0,0.0,0.0,1.6,1.187122564524076,0.0,0.0,0.0,-0.38666422824794866,0.974634647863694,0.41700171107206796,0,refractory
112,0.35,0.35187050359712235,0.55,0.05,0.0,0.0,0.0,0.3117551227077666,0.0,0.0,0.0,0.0,1.6,1.1838154792463373,0.0,0.0,0.0,-0.38544185591760594,0.9740402053286482,0.41208269909456346,0,refractory
113,0.35,0.34920863309352523,0.55,0.05,0.0,0.0,0.0,0.3135851909442328,0.0,0.0,0.0,0.0,1.6,1.1802143482259018,0.0,0.0,0.0,-0.3841963206596116,0.9734499238913477,0.4071981202009015,0,refractory
114,0.35,0.3465467625899281,0.55,0.05,0.0,0.0,0.0,0.3164601194189775,0.0,0.0,0.0,0.0,1.6,1.1762772277166818,0.0,0.0,0.0,-0.38292338440783047,0.9728637744241082,0.4023477333594952,0,refractory
115,0.35,0.343884892086331,0.55,0.05,0.0,0.0,0.0,0.3082957173425906,0.0,0.0,0.0,0.0,1.6,1.1725675434750547,0.0,0.0,0.0,-0.3816793463522146,0.9722817280031395,0.39753129922597874,0,refractory
116,0.35,0.3412230215827339,0.55,0.05,0.0,0.0,0.0,0.31357450987145796,0.0,0.0,0.0,0.0,1.6,1.168408804717739,0.0,0.0,0.0,-0.38039651433245014,0.9717037559071174,0.3927485801313969,0,refractory
117,0.35,0.33856115107913676,0.55,0.05,0.0,0.0,0.0,0.30743757621562556,0.0,0.0,0.0,0.0,1.6,1.1643863941827448,0.0,0.0,0.0,-0.3791333838419259,0.9711298296157677,0.38799934007047715,0,refractory
118,0.35,0.33589928057553964,0.55,0.05,0.0,0.0,0.0,0.31981973305192635,0.0,0.0,0.0,0.0,1.6,1.1595725488972604,0.0,0.0,0.0,-0.37779713610241195,0.9705599208084573,0.3832833446899838,0,refractory
119,0.35,0.33323741007194246,0.55,0.05,0.0,0.0,0.0,0.3238867769566195,0.0,0.0,0.0,0.0,1.6,1.1544071793617052,0.0,0.0,0.0,-0.3764317199803676,0.9699940013627981,0.3786003612771539,0,refractory
120,0.35,0.33057553956834534,0.55,0.05,0.0,0.0,0.0,0.3267301261317287,0.0,0.0,0.0,0.0,1.6,1.1489632937096204,0.0,0.0,0.0,-0.37504439440084975,0.9694320433532585,0.3739501587482138,0,refractory
121,0.35,0.3279136690647482,0.55,0.05,0.0,0.0,0.0,0.3226297742485443,0.0,0.0,0.0,0.0,1.6,1.1435978422982165,0.0,0.0,0.0,-0.37367081280450015,0.9688740190497857,0.3693325076369763,0,refractory
122,0.35,0.3252517985611511,0.55,0.05,0.0,0.0,0.0,0.32339100302543705,0.0,0.0,0.0,0.0,1.6,1.1380675030208132,0.0,0.0,0.0,-0.37228660167673705,0.9683199009164372,0.3647471800835174,0,refractory
123,0.35,0.322589928057554,0.55,0.05,0.0,0.0,0.0,0.30530379925592455,0.0,0.0,0.0,0.0,1.6,1.1333212537784452,0.0,0.0,0.0,-0.37098661779287767,0.9677696616100221,0.3601939498229328,0,refractory
124,0.35,0.31992805755395687,0.55,0.05,0.0,0.0,0.0,0.2965768531559965,0.0,0.0,0.0,0.0,1.6,1.1288710530042247,0.0,0.0,0.0,-0.3697220162685504,0.967223273978752,0.35567259217417224,0,refractory
125,0.35,0.31726618705035975,0.55,0.05,0.0,0.0,0.0,0.3031148388921478,0.0,0.0,0.0,0.0,1.6,1.1239472771059493,0.0,0.0,0.0,-0.36841579430194593,0.9666807110609007,0.35118288402895304,0,refractory
126,0.35,0.31460431654676263,0.55,0.05,0.0,0.0,0.0,0.2844506180837081,0.0,0.0,0.0,0.0,1.6,1.1198251954845344,0.0,0.0,0.0,-0.367195438673665,0.9661419460834744,0.3467246038407504,0,arousal
127,0.35,0.3119424460431655,0.55,0.05,0.0,0.0,0.0,0.29625810303560307,0.0,0.0,0.0,0.0,1.6,1.114960661089632,0.0,0.0,0.0,-0.3659064948002983,0.9656069524608901,0.3422975316138651,0,arousal
128,0.35,0.3092805755395684,0.55,0.05,0.0,0.0,0.0,0.2816396199158356,0.0,0.0,0.0,0.0,1.6,1.1106976334801626,0.0,0.0,0.0,-0.364683319038512,0.9650757037936638,0.33790144889256807,0,arousal
129,0.35,0.3066187050359713,0.55,0.05,0.0,0.0,0.0,0.29260760719620454,0.0,0.0,0.0,0.0,1.6,1.1057418063164617,0.0,0.0,0.0,-0.3633964414323084,0.9645481738671082,0.33353613875032007,0,arousal
130,0.35,0.30395683453237415,0.55,0.05,0.0,0.0,0.0,0.2870879009248869,0.0,0.0,0.0,0.0,1.6,1.1009388090183756,0.0,0.0,0.0,-0.36213038587689517,0.9640243366500385,0.3292013857790678,0,arousal
131,0.35,0.30129496402877703,0.55,0.05,0.0,0.0,0.0,0.29800724537160383,0.0,0.0,0.0,0.0,1.6,1.095464243244025,0.0,0.0,0.0,-0.3608026737646347,0.9635041662934882,0.32489697607861434,0,arousal
132,0.35,0.2986330935251799,0.55,0.05,0.0,0.0,0.0,0.3019827985678395,0.0,0.0,0.0,0.0,1.6,1.089685923069517,0.0,0.0,0.0,-0.3594500480011023,0.9629876371294338,0.320622697246064,0,arousal
133,0.35,0.2959712230215828,0.55,0.05,0.0,0.0,0.0,0.28909484945242686,0.0,0.0,0.0,0.0,1.6,1.084457336585713,0.0,0.0,0.0,-0.3581578191628628,0.9624747236695277,0.31637833836534157,0,arousal
134,0.35,0.2933093525179857,0.55,0.05,0.0,0.0,0.0,0.30455563649509415,0.0,0.0,0.0,0.0,1.6,1.0783474496384788,0.0,0.0,0.0,-0.35678284586960934,0.9619654006038411,0.3121636899967842,0,arousal
135,0.35,0.29064748201438856,0.55,0.05,0.0,0.0,0.0,0.32129695741066033,0.0,0.0,0.0,0.0,1.6,1.0713186945778754,0.0,0.0,0.0,-0.35532133365720875,0.9614596427996142,0.3079785441668067,0,arousal
136,0.35,0.28798561151079144,0.55,0.05,0.0,0.0,0.0,0.3222668861693398,0.0,0.0,0.0,0.0,1.6,1.0641871394712363,0.0,0.0,0.0,-0.3538548518971489,0.9609574253000168,0.30382269435763903,0,arousal
137,0.35,0.2853237410071943,0.55,0.05,0.0,0.0,0.0,0.32109028541091494,0.0,0.0,0.0,0.0,1.6,1.0570647469569543,0.0,0.0,0.0,-0.3523945596800705,0.9604587233229167,0.2996959354971356,0,arousal
138,0.35,0.28266187050359715,0.55,0.05,0.0,0.0,0.0,0.321074623039808,0.0,0.0,0.0,0.0,1.6,1.0498949590199973,0.0,0.0,0.0,-0.3509347642914841,0.9599635122596563,0.2955980639486556,0,arousal
139,0.35,0.28,0.55,0.05,0.0,0.0,0.0,0.3128801148904283,0.0,0.0,0.0,0.0,1.6,1.043089778259835,0.0,0.0,0.0,-0.34951662933674155,0.9594717676738387,0.291528877501015,0,arousal
140,0.35,0.18,0.55,0.05,0.0,0.0,0.0,0.3247507778923803,0.0,0.0,0.0,0.0,1.6,1.0356374582240016,0.0,0.0,0.0,-0.3480389437725829,0.9589834653001218,0.2874881753585079,0,arousal
141,0.35,0.18,0.55,0.05,0.0,0.0,0.0,0.3197318274593832,0.0,0.0,0.0,0.0,1.6,1.0284023085422709,0.0,0.0,0.0,-0.34658810241875854,0.958498581043021,0.28347575813099835,0,arousal
142,0.35,0.18,0.55,0.05,0.0,0.0,0.0,0.31983065023409113,0.0,0.0,0.0,0.0,1.6,1.0211240568792426,0.0,0.0,0.0,-0.345138042151504,0.9580170909757199,0.2794914278240814,0,arousal
143,0.35,0.18,0.55,0.05,0.0,0.0,0.0,0.31250446019269706,0.0,0.0,0.0,0.0,1.6,1.0141768459464338,0.0,0.0,0.0,-0.34372614160297804,0.9575389713388898,0.2755349878293128,0,arousal
