t,stimulus,dopamine,ach_trigger,pfc_inhibition,arousal,seg_readiness,refractory,opto_DA,opto_ACh,opto_POA,ejaculation_event,phase
94,0.55,1.5,0.5495141775385831,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,arousal
95,0.55,1.5,0.5495724762339531,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,arousal
96,0.55,1.5,0.5496237790858787,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,arousal
97,0.55,1.5,0.5496689255955732,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,arousal
98,0.55,1.5,0.5497086545241044,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,arousal
99,0.55,1.5,0.5497436159812119,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,arousal
100,0.55,1.5,0.5497743820634664,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,arousal
101,0.55,1.5,0.5498014562158504,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,arousal
102,0.55,1.5,0.5498252814699484,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,arousal
103,0.55,1.5,0.5498462476935546,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,arousal
104,0.55,1.5,0.5498646979703281,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,arousal
105,0.55,1.5,0.5498809342138887,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,arousal
106,0.55,1.5,0.5498952221082221,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,arousal
107,0.55,1.5,0.5499077954552354,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,arousal
108,0.55,1.5,0.5499188600006071,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,arousal
109,0.55,1.5,0.5499285968005343,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,arousal
110,0.55,1.5,0.5499371651844702,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,arousal
111,0.55,1.5,0.5499447053623339,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,arousal
112,0.55,1.5,0.5499513407188539,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,arousal
113,0.55,1.5,0.5499571798325914,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,arousal
114,0.55,1.5,0.5499623182526805,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,arousal
115,0.55,1.5,0.5499668400623589,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,arousal
116,0.55,1.5,0.5499708192548758,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,arousal
117,0.55,1.5,0.5499743209442907,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,arousal
118,0.55,1.5,0.5499774024309758,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,arousal
119,0.55,1.5,0.5499801141392587,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,arousal
120,0.55,1.5,0.5499825004425477,0.0,1.5,1.6,0.0,0.45,0.0,0.0,0.0,arousal
121,0.55,1.5,0.549984600389442,0.0,1.5,1.6,0.0,0.45,0.0,0.0,0.0,arousal
122,0.55,1.5,0.5499864483427089,0.0,1.5,1.6,0.0,0.45,0.0,0.0,0.0,arousal
123,0.55,1.5,0.5499880745415839,0.0,1.5,1.6,0.0,0.45,0.0,0.0,0.0,arousal
124,0.55,1.5,0.5499895055965939,0.0,1.5,1.6,0.0,0.45,0.0,0.0,0.0,arousal
125,0.55,1.5,0.5499907649250027,0.0,1.5,1.6,0.0,0.45,0.0,0.0,0.0,arousal
126,0.55,1.5,0.5499918731340023,0.0,1.5,1.6,0.0,0.45,0.0,0.0,0.0,arousal
127,0.55,1.5,0.5499928483579221,0.0,1.5,1.6,0.0,0.45,0.0,0.0,0.0,arousal
128,0.55,1.5,0.5499937065549714,0.0,1.5,1.6,0.0,0.45,0.0,0.0,0.0,arousal
129,0.55,1.5,0.5499944617683747,0.0,1.5,1.6,0.0,0.45,0.0,0.0,0.0,arousal
130,0.55,1.5,0.5499951263561698,0.0,1.5,1.6,0.0,0.45,0.0,0.0,0.0,arousal
131,0.55,1.5,0.5499957111934294,0.0,1.5,1.6,0.0,0.45,0.0,0.0,0.0,arousal
132,0.55,1.5,0.5499962258502178,0.0,1.5,1.6,0.0,0.45,0.0,0.0,0.0,arousal
133,0.55,1.5,0.5499966787481916,0.0,1.5,1.6,0.0,0.45,0.0,0.0,0.0,arousal
134,0.55,1.5,0.5499970772984086,0.0,1.5,1.6,0.0,0.45,0.0,0.0,0.0,arousal
135,0.55,1.5,0.5499974280225997,0.0,1.5,1.6,0.0,0.45,0.0,0.0,0.0,arousal
136,0.55,1.5,0.5499977366598877,0.0,1.5,1.6,0.0,0.45,0.0,0.0,0.0,arousal
137,0.55,1.5,0.5499980082607012,0.0,1.5,1.6,0.0,0.45,0.0,0.0,0.0,arousal
138,0.55,1.5,0.5499982472694172,0.0,1.5,1.6,0.0,0.45,0.0,0.0,0.0,arousal
139,0.55,1.5,0.5499984575970871,0.0,1.5,1.6,0.0,0.45,0.0,0.0,0.0,arousal
140,0.55,1.5,0.5499986426854366,0.0,1.5,1.6,0.0,0.45,0.0,0.0,0.0,arousal
141,0.55,1.5,0.5499988055631843,0.0,1.5,1.6,0.0,0.45,0.0,0.0,0.0,arousal
142,0.55,1.5,0.5499989488956021,0.0,1.5,1.6,0.0,0.45,0.0,0.0,0.0,arousal
143,0.55,1.5,0.5499990750281298,0.0,1.5,1.6,0.0,0.45,0.0,0.0,0.0,arousal
144,0.55,1.5,0.5499991860247543,0.0,1.5,1.6,0.0,0.45,0.0,0.0,0.0,arousal
145,0.55,1.5,0.5499992837017837,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,arousal
146,0.55,1.5,0.5499993696575697,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,arousal
147,0.55,1.5,0.5499994452986614,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,arousal
148,0.55,1.5,0.549999511862822,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,arousal
149,0.55,1.5,0.5499995704392834,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,arousal
150,0.55,1.5,0.5499996219865694,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,arousal
151,0.55,1.5,0.5499996673481811,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,arousal
152,0.55,1.5,0.5499997072663994,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,arousal
153,0.55,1.5,0.5499997423944314,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,arousal
154,0.55,1.5,0.5499997733070996,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,arousal
155,0.55,1.5,0.5499998005102477,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,arousal
156,0.55,1.5,0.549999824449018,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,arousal
157,0.55,1.5,0.5499998455151358,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,arousal
158,0.55,1.5,0.5499998640533195,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,arousal
159,0.55,1.5,0.5499998803669212,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,arousal
160,0.8,1.5,0.5799998947228906,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
161,0.8,1.5,0.6063999073561437,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
162,0.8,1.5,0.6296319184734064,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
163,0.8,1.5,0.6500760882565976,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
164,0.8,1.5,0.6680669576658058,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
165,0.8,1.5,0.6838989227459091,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
166,0.8,1.5,0.6978310520164,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
167,0.8,1.5,0.710091325774432,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
168,0.8,1.5,0.7208803666815001,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
169,0.8,1.5,0.7303747226797201,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
170,0.8,1.5,0.7387297559581537,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
171,0.8,1.5,0.7460821852431753,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
172,0.8,1.5,0.7525523230139942,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
173,0.8,1.5,0.7582460442523149,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
174,0.8,1.5,0.763256518942037,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
175,0.8,1.5,0.7676657366689926,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
176,0.8,1.5,0.7715458482687135,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
177,0.8,1.5,0.7749603464764678,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
178,0.8,1.5,0.7779651048992917,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
179,0.8,1.5,0.7806092923113767,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
180,0.8,1.5,0.7829361772340114,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
181,0.8,1.5,0.78498383596593,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
182,0.8,1.5,0.7867857756500184,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
183,0.8,1.5,0.7883714825720162,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
184,0.8,1.5,0.7897669046633742,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
185,0.8,1.5,0.7909948761037693,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
186,0.8,1.5,0.7920754909713169,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
187,0.8,1.5,0.7930264320547589,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
188,0.8,1.5,0.7938632602081878,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
189,0.8,1.5,0.7945996689832052,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
190,0.8,1.5,0.7952477087052205,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
191,0.8,1.5,0.7958179836605941,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
192,0.8,1.5,0.7963198256213228,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
193,0.8,1.5,0.796761446546764,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
194,0.8,1.5,0.7971500729611523,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
195,0.8,1.5,0.797492064205814,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
196,0.8,1.5,0.7977930165011162,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
197,0.8,1.5,0.7980578545209822,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
198,0.8,1.5,0.7982909119784644,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
199,0.8,1.5,0.7984960025410486,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
200,0.8,1.5,0.7986764822361228,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
201,0.8,1.5,0.798835304367788,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
202,0.8,1.5,0.7989750678436535,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
203,0.8,1.5,0.799098059702415,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
204,0.8,1.5,0.7992062925381251,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
205,0.8,1.5,0.7993015374335501,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
206,0.8,1.5,0.7993853529415241,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
207,0.8,1.5,0.7994591105885412,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
208,0.8,1.5,0.7995240173179162,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
209,0.8,1.5,0.7995811352397663,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
210,0.8,1.5,0.7996313990109943,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
211,0.8,1.5,0.799675631129675,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
212,0.8,1.5,0.799714555394114,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
213,0.8,1.5,0.7997488087468203,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
214,0.8,1.5,0.7997789516972018,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
215,0.8,1.5,0.7998054774935376,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
216,0.8,1.5,0.799828820194313,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
217,0.8,1.5,0.7998493617709954,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
218,0.8,1.5,0.799867438358476,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
219,0.8,1.5,0.7998833457554588,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
220,0.8,1.5,0.7998973442648037,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
221,0.8,1.5,0.7999096629530272,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
222,0.8,1.5,0.7999205033986639,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
223,0.8,1.5,0.7999300429908243,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
224,0.8,1.5,0.7999384378319253,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
225,0.8,1.5,0.7999458252920942,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
226,0.8,1.5,0.7999523262570429,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
227,0.8,1.5,0.7999580471061978,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
228,0.8,1.5,0.7999630814534541,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
229,0.8,1.5,0.7999675116790396,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
230,0.8,1.5,0.7999714102775548,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
231,0.8,1.5,0.7999748410442482,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
232,0.8,1.5,0.7999778601189385,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
233,0.8,1.5,0.7999805169046659,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
234,0.8,1.5,0.799982854876106,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
235,0.8,1.5,0.7999849122909732,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
236,0.8,1.5,0.7999867228160564,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
237,0.8,1.5,0.7999883160781296,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
238,0.8,1.5,0.799989718148754,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
