t,stimulus,dopamine,ach_trigger,pfc_inhibition,arousal,seg_readiness,refractory,opto_DA,opto_ACh,opto_POA,ejaculation_event,phase
239,0.8,1.5,0.7999909519709034,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
240,0.8,1.5,0.799992037734395,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
241,0.8,1.5,0.7999929932062676,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
242,0.8,1.5,0.7999938340215155,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
243,0.8,1.5,0.7999945739389336,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
244,0.8,1.5,0.7999952250662615,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
245,0.8,1.5,0.7999957980583101,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
246,0.8,1.5,0.7999963022913129,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
247,0.8,1.5,0.7999967460163553,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
248,0.8,1.5,0.7999971364943926,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
249,0.8,1.5,0.7999974801150656,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
250,0.8,1.5,0.7999977825012576,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,plateau
251,0.8,1.5,0.9599980486011067,0.0,1.26,1.2200000000000002,0.0,0.0,0.0,0.0,1.0,plateau
252,0.8,1.5,0.9407982827689739,0.0,1.5,1.3633357080707258,0.98,0.0,0.0,0.0,0.0,plateau
253,0.8,1.3800624479906054,0.825902488836697,0.0,1.5,1.4631336442413219,0.9466,0.0,0.0,0.0,0.0,plateau
254,0.8,1.2630677329433717,0.7281341901762934,0.0,1.5,1.5288392205588641,0.914202,0.0,0.0,0.0,0.0,plateau
255,0.8,1.1511666620435257,0.6453378873551383,0.0,1.5,1.568360810350196,0.8827759399999999,0.0,0.0,0.0,0.0,plateau
256,0.8,1.0459391768557917,0.5756197468725217,0.0,1.5,1.5882817034441323,0.8522926617999999,0.0,0.0,0.0,0.0,plateau
257,0.8,0.9484983817978623,0.517316111067819,0.0,1.5,1.5940463665840865,0.8227238819459999,0.0,0.0,0.0,0.0,plateau
258,0.8,0.8595781478900919,0.4689657895450808,0.0,1.5,1.5901236991310088,0.7940421654876199,0.0,0.0,0.0,0.0,plateau
259,0.8,0.7796066973000692,0.4292856782509091,0.0,1.5,1.5801497580996624,0.7662209005229912,0.0,0.0,0.0,0.0,plateau
260,1.0,0.7410882377075337,0.4211493068085008,0.0,1.5,1.5746874151676504,0.7392342735073014,0.0,0.0,0.0,0.0,pre_ejaculatory
261,1.0,0.7119408246634339,0.4166879626407506,0.0,1.5,1.5744564287577416,0.7130572453020824,0.0,0.0,0.0,0.0,pre_ejaculatory
262,1.0,0.6915230828508554,0.41537968259365227,0.0,1.5,1.579917080656829,0.6876655279430198,0.0,0.0,0.0,0.0,pre_ejaculatory
263,1.0,0.6791872898096571,0.416767567888112,0.0,1.5,1.5913192271048324,0.6630355621047292,0.0,0.0,0.0,0.0,pre_ejaculatory
264,1.0,0.6742902069031462,0.42045190353106565,0.0,1.5,1.6,0.6391444952415873,0.0,0.0,0.0,0.0,pre_ejaculatory
265,1.0,0.6762014757956233,0.426083225583179,0.0,1.5,1.6,0.6159701603843397,0.0,0.0,0.0,0.0,pre_ejaculatory
266,1.0,0.6843099982190074,0.4333562224747636,0.0,1.5,1.6,0.5934910555728095,0.0,0.0,0.0,0.0,pre_ejaculatory
267,1.0,0.6980286528285905,0.44200437022051103,0.0,1.5,1.6,0.5716863239056251,0.0,0.0,0.0,0.0,pre_ejaculatory
268,1.0,0.7167976481708358,0.4517952134034872,0.0,1.5,1.6,0.5505357341884564,0.0,0.0,0.0,0.0,pre_ejaculatory
269,1.0,0.7400867639383036,0.4625262143762231,0.0,1.5,1.6,0.5300196621628026,0.0,0.0,0.0,0.0,pre_ejaculatory
270,1.0,0.767396692667537,0.4740211024347961,0.0,1.5,1.6,0.5101190722979185,0.0,0.0,0.0,0.0,pre_ejaculatory
271,1.0,0.7982596598928751,0.4861266629128287,0.0,1.5,1.6,0.49081550012898095,0.0,0.0,0.0,0.0,pre_ejaculatory
272,1.0,0.9199894716793534,0.9862099133503912,0.0,1.5,1.6,0.4720910351251115,0.0,0.75,0.0,0.0,pre_ejaculatory
273,1.0,1.1069306020671001,1.4,0.0,1.5,1.6,0.45392830407135815,0.0,0.75,0.0,0.0,pre_ejaculatory
274,1.0,1.2773040089440204,1.4,0.0,1.5,1.6,0.4363104549492174,0.0,0.75,0.0,0.0,pre_ejaculatory
275,1.0,1.4328122678713504,1.4,0.0,1.5,1.6,0.41922114130074084,0.0,0.75,0.0,0.0,pre_ejaculatory
276,1.0,1.5,1.4,0.0,1.5,1.6,0.4026445070617186,0.0,0.75,0.0,0.0,pre_ejaculatory
277,1.0,1.5,1.4,0.0,1.5,1.6,0.38656517184986705,0.0,0.75,0.0,0.0,pre_ejaculatory
278,1.0,1.5,1.4,0.0,1.5,1.6,0.370968216694371,0.0,0.75,0.0,0.0,pre_ejaculatory
279,1.0,1.5,1.4,0.0,1.5,1.6,0.3558391701935399,0.0,0.75,0.0,0.0,pre_ejaculatory
280,1.0,1.5,1.4,0.0,1.5,1.6,0.34116399508773365,0.0,0.75,0.0,0.0,pre_ejaculatory
281,1.0,1.5,1.4,0.0,1.5,1.6,0.3269290752351016,0.0,0.75,0.0,0.0,pre_ejaculatory
282,1.0,1.5,1.3193070924764898,0.0,1.5,1.6,0.3131212029780486,0.0,0.0,0.0,0.0,pre_ejaculatory
283,1.0,1.5,1.249678121081506,0.0,1.5,1.6,0.2997275668887071,0.0,0.0,0.0,0.0,pre_ejaculatory
284,1.0,1.5,1.1897439898628546,0.0,1.5,1.6,0.28673573988204587,0.0,0.0,0.0,0.0,pre_ejaculatory
285,1.0,1.5,1.1383011370911074,0.0,1.5,1.6,0.2741336676855845,0.0,0.0,0.0,0.0,pre_ejaculatory
286,1.0,1.5,1.094291633871616,0.0,1.5,1.6,0.26190965765501695,0.0,0.0,0.0,0.0,pre_ejaculatory
287,1.0,1.5,1.0567856720415203,0.0,1.5,1.6,0.25005236792536645,0.0,0.0,0.0,0.0,pre_ejaculatory
288,1.0,1.5,1.0249661546040012,0.0,1.5,1.6,0.23855079688760544,0.0,0.0,0.0,0.0,pre_ejaculatory
289,1.0,1.5,0.9981151363627606,0.0,1.5,1.6,0.22739427298097728,0.0,0.0,0.0,0.0,pre_ejaculatory
290,1.0,1.5,1.1356018927011315,0.0,1.26,1.2200000000000002,0.21657244479154794,0.0,0.0,0.0,1.0,event
291,1.0,1.5,1.097672421097841,0.0,1.5,1.383604311586633,1.0,0.0,0.0,0.0,0.0,pre_ejaculatory
292,1.0,1.432471311501898,0.9859517305661002,0.0,1.5,1.5071273033100836,0.966,0.0,0.0,0.0,0.0,pre_ejaculatory
293,1.0,1.3627662213583598,0.8910375228981682,0.0,1.5,1.5988724710556794,0.93302,0.0,0.0,0.0,0.0,pre_ejaculatory
294,1.0,1.29354352063601,0.810811020150388,0.0,1.5,1.6,0.9010294,0.0,0.0,0.0,0.0,pre_ejaculatory
295,1.0,1.2268412017578703,0.7434107577323414,0.0,1.5,1.6,0.8699985179999999,0.0,0.0,0.0,0.0,pre_ejaculatory
296,1.0,1.1641852863053073,0.6872016150044604,0.0,1.5,1.6,0.8398985624599999,0.0,0.0,0.0,0.0,pre_ejaculatory
297,1.0,1.10668178276295,0.6407475649579252,0.0,1.5,1.6,0.8107016055862,0.0,0.0,0.0,0.0,pre_ejaculatory
298,1.0,1.0550942188188452,0.6027876966043542,0.0,1.5,1.6,0.7823805574186139,0.0,0.0,0.0,0.0,pre_ejaculatory
299,1.0,1.009908853225272,0.5722151172699703,0.0,1.5,1.6,0.7549091406960554,0.0,0.0,0.0,0.0,pre_ejaculatory
300,1.0,0.9713893784603942,0.5480583891279683,0.0,1.5,1.6,0.7282618664751738,0.0,0.0,0.0,0.0,pre_ejaculatory
301,1.0,0.9396226714465298,0.5294651957850948,0.0,1.5,1.6,0.7024140104809186,0.0,0.0,0.0,0.0,pre_ejaculatory
302,1.0,0.9145569301053118,0.5156879712427915,0.0,1.5,1.6,0.677341590166491,0.0,0.0,0.0,0.0,pre_ejaculatory
303,1.0,0.8960333439789608,0.5060712556770074,0.0,1.5,1.6,0.6530213424614962,0.0,0.0,0.0,0.0,pre_ejaculatory
304,1.0,0.883812283534677,0.5000405707496168,0.0,1.5,1.6,0.6294307021876513,0.0,0.0,0.0,0.0,pre_ejaculatory
305,1.0,0.8775948516319408,0.4970926320408977,0.0,1.5,1.6,0.6065477811220217,0.0,0.0,0.0,0.0,pre_ejaculatory
306,1.0,0.8770405189606644,0.49678673808378787,0.0,1.5,1.6,0.5843513476883611,0.0,0.0,0.0,0.0,pre_ejaculatory
307,1.0,0.8817814604376335,0.4987371947448972,0.0,1.5,1.6,0.5628208072577102,0.0,0.0,0.0,0.0,pre_ejaculatory
308,1.0,0.8914341193097506,0.5026066506497385,0.0,1.5,1.6,0.5419361830399789,0.0,0.0,0.0,0.0,pre_ejaculatory
309,1.0,0.9056084480850816,0.508100234267772,0.0,1.5,1.6,0.5216780975487796,0.0,0.0,0.0,0.0,pre_ejaculatory
310,1.0,0.9239152086871283,0.5149603964007613,0.0,1.5,1.6,0.5020277546223162,0.0,0.0,0.0,0.0,pre_ejaculatory
311,1.0,0.9459716569213135,0.5229623733704383,0.0,1.5,1.6,0.4829669219836467,0.0,0.0,0.0,0.0,pre_ejaculatory
312,1.0,0.9714058871697384,0.531910196367621,0.0,1.5,1.6,0.4644779143241373,0.0,0.0,0.0,0.0,pre_ejaculatory
313,1.0,0.9998600710765537,0.5416331813710928,0.0,1.5,1.6,0.4465435768944132,0.0,0.0,0.0,0.0,pre_ejaculatory
314,1.0,1.0309927878864436,0.5519828419171203,0.0,1.5,1.6,0.4291472695875808,0.0,0.0,0.0,0.0,pre_ejaculatory
315,1.0,1.0644806132167626,0.5628301739283078,0.0,1.5,1.6,0.41227285149995335,0.0,0.0,0.0,0.0,pre_ejaculatory
316,1.0,1.1000191066561735,0.5740632679069155,0.0,1.5,1.6,0.3959046659549547,0.0,0.0,0.0,0.0,pre_ejaculatory
317,1.0,1.1373233160631708,0.5855852091625902,0.0,1.5,1.6,0.38002752597630607,0.0,0.0,0.0,0.0,pre_ejaculatory
318,1.0,1.1761278972452154,0.5973122314654487,0.0,1.5,1.6,0.3646267001970169,0.0,0.0,0.0,0.0,pre_ejaculatory
319,1.0,1.2161869313654785,0.6091720936698931,0.0,1.5,1.6,0.3496878991911064,0.0,0.0,0.0,0.0,pre_ejaculatory
320,0.0,1.0956735085451037,0.5011026525103953,0.0,1.5,1.6,0.33519726221537316,0.0,0.0,0.0,0.0,refractory_or_recovery
321,0.0,0.97474713435553,0.40745060798761057,0.0,1.4863690950968786,1.6,0.32114134434891195,0.0,0.0,0.0,0.0,refractory_or_recovery
322,0.0,0.8556334859266181,0.3264424005942061,0.0,1.4494723414120663,1.6,0.30750710401844455,0.0,0.0,0.0,0.0,refractory_or_recovery
323,0.0,0.7400355879724225,0.2565186021210569,0.0,1.393231382835233,1.6,0.2942818908978912,0.0,0.0,0.0,0.0,refractory_or_recovery
324,0.0,0.6292251298377334,0.19630818077674098,0.0,1.3212443430418008,1.6,0.2814534341709545,0.0,0.0,0.0,0.0,refractory_or_recovery
325,0.0,0.5241196640579313,0.1446058556664366,0.0,1.2367780224027618,1.6,0.26900983114582583,0.0,0.0,0.0,0.0,refractory_or_recovery
326,0.0,0.4253477287364159,0.10035216987188164,0.0,1.1427693041412517,1.5816090213212242,0.25693953621145105,0.0,0.0,0.0,0.0,refractory_or_recovery
327,0.0,0.3333036526647909,0.06261595586611074,0.0028496480707413743,1.0415484724149686,1.5316989577348563,0.2452313501251075,0.0,0.0,0.0,0.0,refractory_or_recovery
328,0.0,0.24819355695108025,0.0305789061496667,0.012682606713135806,0.9347525812067784,1.4548874418222293,0.23387440962135425,0.0,0.0,0.0,0.0,refractory_or_recovery
329,0.0,0.17007385493068633,0.0035219964495712686,0.028663836835621403,0.8238775621045616,1.355367753336337,0.22285817733271363,0.0,0.0,0.0,0.0,refractory_or_recovery
330,0.0,0.18633693187511385,0.0,0.024119179054756953,0.8007773251687595,1.2670581785591337,0.2241724320127322,0.0,0.0,0.6,0.0,refractory_or_recovery
331,0.0,0.20052193432605026,0.0,0.018509012836296822,0.7825811630981302,1.1897750648780807,0.22544725905235025,0.0,0.0,0.6,0.0,refractory_or_recovery
332,0.0,0.21286612455866769,0.0,0.012031136167872752,0.7685980064714937,1.1226283401035564,0.22668384128077973,0.0,0.0,0.6,0.0,refractory_or_recovery
333,0.0,0.22358040577544272,0.0,0.004858095354749967,0.7582221697823998,1.0647432774156913,0.22788332604235634,0.0,0.0,0.6,0.0,refractory_or_recovery
334,0.0,0.23285222941082565,0.0,0.0,0.7506373108222677,1.0149843819076572,0.22904682626108566,0.0,0.0,0.6,0.0,refractory_or_recovery
335,0.0,0.240848182398196,0.0,0.0,0.7448808601967569,0.971998870455188,0.2301754214732531,0.0,0.0,0.6,0.0,refractory_or_recovery
336,0.0,0.24771628961027875,0.0,0.0,0.7405958046495402,0.9349664998951461,0.2312701588290555,0.0,0.0,0.6,0.0,refractory_or_recovery
337,0.0,0.25358806281075585,0.0,0.0,0.7374816856450771,0.9031411085049849,0.23233205406418383,0.0,0.0,0.6,0.0,refractory_or_recovery
338,0.0,0.25858032400745223,0.0,0.0,0.7352865991902086,0.8758480941184781,0.23336209244225833,0.0,0.0,0.6,0.0,refractory_or_recovery
339,0.0,0.2627968280293357,0.0,0.0,0.733800255116275,0.852480991164274,0.2343612296689906,0.0,0.0,0.6,0.0,refractory_or_recovery
340,0.0,0.26632970641893083,0.0,0.0,0.7328479612912581,0.8324974563776248,0.23533039277892087,0.0,0.0,0.6,0.0,refractory_or_recovery
341,0.0,0.26926075230148583,0.0,0.0,0.7322854148301643,0.815414903869902,0.23627048099555326,0.0,0.0,0.6,0.0,refractory_or_recovery
342,0.0,0.2716625637293007,0.0,0.0,0.7319941969646363,0.8008059743611937,0.23718236656568667,0.0,0.0,0.6,0.0,refractory_or_recovery
343,0.0,0.2735995610746266,0.0,0.0,0.7318778810582893,0.7882939783654751,0.23806689556871607,0.0,0.0,0.6,0.0,refractory_or_recovery
344,0.0,0.2751288923313001,0.0,0.0,0.7318586745230995,0.7775484170324182,0.2389248887016546,0.0,0.0,0.6,0.0,refractory_or_recovery
345,0.0,0.2763012386604931,0.0,0.0,0.7318745252901706,0.7682806555881521,0.23975714204060497,0.0,0.0,0.6,0.0,refractory_or_recovery
346,0.0,0.27716153115890574,0.0,0.0,0.7318766321792696,0.7602398015456515,0.24056442777938683,0.0,0.0,0.6,0.0,refractory_or_recovery
347,0.0,0.277749588619961,0.0,0.0,0.7318273061402467,0.7532088219687296,0.24134749494600521,0.0,0.0,0.6,0.0,refractory_or_recovery
348,0.0,0.27810068498364415,0.0,0.0,0.7316981360333241,0.7470009201573791,0.24210707009762505,0.0,0.0,0.6,0.0,refractory_or_recovery
349,0.0,0.27824605421396575,0.0,0.0,0.7314684184866537,0.7414561814212028,0.2428438579946963,0.0,0.0,0.6,0.0,refractory_or_recovery
350,0.0,0.2782133394915963,0.0,0.0,0.7311238165175983,0.73643848949924,0.2435585422548554,0.0,0.0,0.6,0.0,refractory_or_recovery
351,0.0,0.27802699285145255,0.0,0.0,0.7306552161161969,0.7318327091565078,0.24425178598720973,0.0,0.0,0.6,0.0,refractory_or_recovery
352,0.0,0.27770863072060664,0.0,0.0,0.7300577539421764,0.7275421261197255,0.24492423240759345,0.0,0.0,0.6,0.0,refractory_or_recovery
353,0.0,0.2772773502116693,0.0,0.0,0.7293299927484591,0.7234861324629097,0.24557650543536566,0.0,0.0,0.6,0.0,refractory_or_recovery
354,0.0,0.2767500104926053,0.0,0.0,0.7284732241740642,0.7195981435370757,0.2462092102723047,0.0,0.0,0.6,0.0,refractory_or_recovery
355,0.0,0.27614148307851166,0.0,0.0,0.7274908812002048,0.7158237313286703,0.24682293396413554,0.0,0.0,0.6,0.0,refractory_or_recovery
356,0.0,0.2754648744677655,0.0,0.0,0.7263880448814825,0.7121189585434677,0.24741824594521147,0.0,0.0,0.6,0.0,refractory_or_recovery
357,0.0,0.27473172416836483,0.0,0.0,0.7251710319901346,0.7084488975970022,0.24799569856685513,0.0,0.0,0.6,0.0,refractory_or_recovery
358,0.0,0.27395218082513656,0.0,0.0,0.723847051981109,0.7047863189290979,0.24855582760984948,0.0,0.0,0.6,0.0,refractory_or_recovery
359,0.0,0.2731351588602047,0.0,0.0,0.7224239232308579,0.7011105335527387,0.249099152781554,0.0,0.0,0.6,0.0,refractory_or_recovery
360,0.0,0.18828847777364027,0.0,0.01550899463945008,0.6339189403869298,0.6724975669616331,0.23762617819810739,0.0,0.0,0.0,0.0,refractory_or_recovery
361,0.0,0.11529898601495622,0.0,0.03651710697954699,0.5425504613370158,0.6228408829887503,0.22649739285216416,0.0,0.0,0.0,0.0,refractory_or_recovery
362,0.0,0.052786671125834926,0.0,0.06192262879748456,0.4497794889903098,0.5556963760071342,0.21570247106659923,0.0,0.0,0.0,0.0,refractory_or_recovery
363,0.0,0.0,0.0,0.090726228229295,0.3569024724763615,0.474359293548684,0.20523139693460124,0.0,0.0,0.0,0.0,refractory_or_recovery
364,0.0,0.0,0.0,0.11808455877268763,0.2724621179032284,0.38855185396574415,0.1950744550265632,0.0,0.0,0.0,0.0,refractory_or_recovery
365,0.0,0.0,0.0,0.14405957564328978,0.1956965466437952,0.3005694737743711,0.1852222213757663,0.0,0.0,0.0,0.0,refractory_or_recovery
366,0.0,0.0,0.0,0.1687107802914928,0.12591581410262848,0.21221653373141014,0.1756655547344933,0.0,0.0,0.0,0.0,refractory_or_recovery
367,0.0,0.0,0.0,0.1920953130588897,0.06249490153426787,0.12489376975959696,0.1663955880924585,0.0,0.0,0.0,0.0,refractory_or_recovery
368,0.0,0.0,0.0,0.2142680424456281,0.0048674012796357385,0.03967122462483154,0.15740372044968473,0.0,0.0,0.0,0.0,refractory_or_recovery
369,0.0,0.0,0.0,0.23528165110985222,0.0,0.0,0.1486816088361942,0.0,0.0,0.0,0.0,refractory_or_recovery
370,0.0,0.0,0.0,0.2551867187161466,0.0,0.0,0.14022116057110837,0.0,0.0,0.0,0.0,refractory_or_recovery
371,0.0,0.0,0.0,0.27403180174578534,0.0,0.0,0.1320145257539751,0.0,0.0,0.0,0.0,refractory_or_recovery
372,0.0,0.0,0.0,0.291863510377619,0.0,0.0,0.12405408998135584,0.0,0.0,0.0,0.0,refractory_or_recovery
373,0.0,0.0,0.0,0.308726582544603,0.0,0.0,0.11633246728191515,0.0,0.0,0.0,0.0,refractory_or_recovery
374,0.0,0.0,0.0,0.3246639552672715,0.0,0.0,0.10884249326345768,0.0,0.0,0.0,0.0,refractory_or_recovery
375,0.0,0.0,0.0,0.3397168333618917,0.0,0.0,0.10157721846555395,0.0,0.0,0.0,0.0,refractory_or_recovery
376,0.0,0.0,0.0,0.35392475561758885,0.0,0.0,0.09452990191158733,0.0,0.0,0.0,0.0,refractory_or_recovery
377,0.0,0.0,0.0,0.3673256585334054,0.0,0.0,0.08769400485423971,0.0,0.0,0.0,0.0,refractory_or_recovery
378,0.0,0.0,0.0,0.37995593770304836,0.0,0.0,0.08106318470861251,0.0,0.0,0.0,0.0,refractory_or_recovery
379,0.0,0.0,0.0,0.3918505069319815,0.0,0.0,0.07463128916735413,0.0,0.0,0.0,0.0,refractory_or_recovery
380,0.0,0.0,0.0,0.4030428551685258,0.0,0.0,0.0683923504923335,0.0,0.0,0.0,0.0,refractory_or_recovery
381,0.0,0.0,0.0,0.41356510132774965,0.0,0.0,0.06234057997756348,0.0,0.0,0.0,0.0,refractory_or_recovery
382,0.0,0.0,0.0,0.42344804708413986,0.0,0.0,0.05647036257823658,0.0,0.0,0.0,0.0,refractory_or_recovery
383,0.0,0.0,0.0,0.43272122770635923,0.0,0.0,0.05077625170088948,0.0,0.0,0.0,0.0,refractory_or_recovery
384,0.0,0.0,0.0,0.4414129610048002,0.0,0.0,0.045252964149862795,0.0,0.0,0.0,0.0,refractory_or_recovery
385,0.0,0.0,0.0,0.4495503944601398,0.0,0.0,0.039895375225366916,0.0,0.0,0.0,0.0,refractory_or_recovery
386,0.0,0.0,0.0,0.4571595505986837,0.0,0.0,0.034698513968605904,0.0,0.0,0.0,0.0,refractory_or_recovery
387,0.0,0.0,0.0,0.46426537067795615,0.0,0.0,0.029657558549547724,0.0,0.0,0.0,0.0,refractory_or_recovery
388,0.0,0.0,0.0,0.4708917567437389,0.0,0.0,0.02476783179306129,0.0,0.0,0.0,0.0,refractory_or_recovery
389,0.0,0.0,0.0,0.4770616121175923,0.0,0.0,0.02002479683926945,0.0,0.0,0.0,0.0,refractory_or_recovery
390,0.0,0.0,0.0,0.4827968803717928,0.0,0.0,0.015424052934091367,0.0,0.0,0.0,0.0,refractory_or_recovery
391,0.0,0.0,0.0,0.4881185828466,0.0,0.0,0.010961331346068626,0.0,0.0,0.0,0.0,refractory_or_recovery
392,0.0,0.0,0.0,0.49304685476281224,0.0,0.0,0.006632491405686567,0.0,0.0,0.0,0.0,refractory_or_recovery
393,0.0,0.0,0.0,0.4976009799806866,0.0,0.0,0.0024335166635159697,0.0,0.0,0.0,0.0,refractory_or_recovery
394,0.0,0.0,0.0,0.5017994244544803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,refractory_or_recovery
395,0.0,0.0,0.0,0.5057418428719369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,refractory_or_recovery
396,0.0,0.0,0.0,0.5095581039000349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,refractory_or_recovery
397,0.0,0.0,0.0,0.5132522445752338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,refractory_or_recovery
398,0.0,0.0,0.0,0.5168281727488263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,refractory_or_recovery
399,0.0,0.0,0.0,0.5202896712208639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,refractory_or_recovery
400,0.0,0.0,0.0,0.5236404017417963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,refractory_or_recovery
401,0.0,0.0,0.0,0.5268839088860587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,refractory_or_recovery
402,0.0,0.0,0.0,0.5300236238017049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,refractory_or_recovery
403,0.0,0.0,0.0,0.5330628678400503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,refractory_or_recovery
404,0.0,0.0,0.0,0.5360048560691687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,refractory_or_recovery
405,0.0,0.0,0.0,0.5388527006749553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,refractory_or_recovery
406,0.0,0.0,0.0,0.5416094142533567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,refractory_or_recovery
407,0.0,0.0,0.0,0.5442779129972494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,refractory_or_recovery
408,0.0,0.0,0.0,0.5468610197813374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,refractory_or_recovery
409,0.0,0.0,0.0,0.5493614671483346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,refractory_or_recovery
410,0.0,0.0,0.0,0.5517819001995878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,refractory_or_recovery
411,0.0,0.0,0.0,0.554124879393201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,refractory_or_recovery
412,0.0,0.0,0.0,0.5563928832526186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,refractory_or_recovery
413,0.0,0.0,0.0,0.5585883109885348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,refractory_or_recovery
414,0.0,0.0,0.0,0.5607134850369017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,refractory_or_recovery
415,0.0,0.0,0.0,0.5627706535157208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,refractory_or_recovery
416,0.0,0.0,0.0,0.5647619926032177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,refractory_or_recovery
417,0.0,0.0,0.0,0.5666896088399147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,refractory_or_recovery
418,0.0,0.0,0.0,0.5685555413570375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,refractory_or_recovery
419,0.0,0.0,0.0,0.5703617640336123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,refractory_or_recovery
